"","USP33","USP39","FBXO22","DDIT4","RGS5"
"TCGA-AA-A00N-01A-02R-A00A-07",21.8784,42.1175,7.8076,80.1756,21.7318
"TCGA-DM-A1HB-01A-21R-A180-07",23.1873,38.673,9.0945,169.7293,4.7744
"TCGA-AA-A02O-01A-21R-A16W-07",5.364,33.8527,5.1756,101.5391,7.1097
"TCGA-AA-A03J-01A-21R-A16W-07",7.0521,39.0818,5.2254,137.6589,4.1379
"TCGA-NH-A6GB-01A-11R-A37K-07",24.762,43.9011,7.4199,67.0163,18.0244
"TCGA-CM-6163-01A-11R-1653-07",23.2896,63.6519,6.026,25.0019,28.5655
"TCGA-AA-3854-01A-01R-0905-07",27.9166,54.5412,8.5463,36.3119,17.2638
"TCGA-D5-6928-01A-11R-1928-07",37.5162,43.4754,8.7688,40.6939,41.0252
"TCGA-D5-6930-01A-11R-1928-07",19.8837,54.5045,8.0298,45.4863,22.4746
"TCGA-AA-3841-01A-01R-0905-07",5.4854,39.533,6.8501,132.5264,4.9169
"TCGA-AA-3518-01A-02R-0826-07",24.8178,47.418,7.1201,62.5666,18.8944
"TCGA-AZ-5407-01A-01R-1723-07",27.447,61.7288,6.6598,28.3294,36.4571
"TCGA-AA-A022-01A-21R-A16W-07",17.3035,29.9603,3.806,41.274,3.4222
"TCGA-QG-A5YX-01A-11R-A28H-07",27.3116,74.5738,10.2744,31.9707,13.1037
"TCGA-AD-6888-01A-11R-1928-07",19.5042,65.0405,7.0452,135.1941,5.0138
"TCGA-AA-3861-01A-01R-1022-07",23.5373,45.7776,8.8648,140.7444,19.1807
"TCGA-AZ-4616-01A-21R-1839-07",11.5594,80.6824,13.2402,135.7948,14.8345
"TCGA-AA-3851-01A-01R-1022-07",17.3569,73.0336,7.0744,114.5742,17.3174
"TCGA-G4-6627-01A-11R-1774-07",20.2144,47.7801,8.5082,101.1116,60.9289
"TCGA-A6-2677-01A-01R-0821-07",38.9493,79.5987,6.7637,42.9719,64.9708
"TCGA-AA-3510-01A-01R-1410-07",15.3993,52.6036,6.5498,225.3189,9.0169
"TCGA-AA-3692-01A-01R-0905-07",31.1511,66.0931,8.7012,26.7787,36.8848
"TCGA-AA-A00Q-01A-01R-A002-07",17.3022,49.279,6.622,48.5287,26.1568
"TCGA-AA-3866-01A-01R-1022-07",21.9437,76.6875,7.4418,31.6856,27.2191
"TCGA-AA-3662-01A-01R-1723-07",31.1251,52.2858,9.3263,37.3167,29.683
"TCGA-AA-3975-01A-01R-1022-07",19.5506,46.0624,3.3616,99.2895,27.7672
"TCGA-AA-3977-01A-01R-1022-07",34.1474,68.2523,10.6757,63.7098,32.9413
"TCGA-AD-6899-01A-11R-1928-07",28.1623,67.3392,6.8973,111.5675,39.7027
"TCGA-AA-3952-01A-01R-1022-07",10.4553,66.9818,7.7073,106.61,33.8681
"TCGA-CK-5912-01A-11R-1653-07",50.257,83.5666,10.5444,36.3718,137.6285
"TCGA-AA-3867-01A-01R-1022-07",22.2488,80.2937,8.2228,70.2779,65.7631
"TCGA-F4-6460-01A-11R-1774-07",13.8006,54.5846,5.8106,44.4985,160.791
"TCGA-A6-5659-01A-01R-A278-07",46.7389,46.2585,8.54,43.0149,30.4928
"TCGA-AA-3956-01A-02R-1022-07",23.0419,45.928,5.6213,43.596,49.8153
"TCGA-G4-6303-01A-11R-1774-07",27.0188,67.965,5.8548,127.9005,64.8972
"TCGA-AZ-4681-01A-01R-1410-07",7.2131,54.1218,4.7311,34.2113,6.6052
"TCGA-D5-5540-01A-01R-1653-07",24.2145,119.8523,18.3522,84.6069,16.482
"TCGA-AA-3514-01A-02R-0821-07",4.6577,33.679,12.0868,190.164,13.3358
"TCGA-CA-6715-01A-21R-1839-07",31.8281,95.8915,21.3955,143.2058,40.1434
"TCGA-G4-6321-01A-11R-1723-07",27.3177,18.0217,4.0177,78.2972,8.8015
"TCGA-AD-6890-01A-11R-1928-07",17.033,59.8505,13.0141,108.8103,20.9855
"TCGA-AZ-6608-01A-11R-1839-07",21.7188,56.7378,8.4936,54.1662,17.8915
"TCGA-DM-A28H-01A-11R-A16W-07",11.1713,65.0306,13.4696,24.8946,27.5016
"TCGA-AA-3664-01A-01R-0905-07",31.1778,40.0517,10.4642,93.2284,26.0745
"TCGA-F4-6461-01A-11R-1774-07",30.0037,39.0696,7.5681,41.0439,55.1623
"TCGA-CM-5862-01A-01R-1653-07",28.0426,106.155,8.1112,25.4504,46.3254
"TCGA-A6-3809-01A-01R-A278-07",73.6555,56.4003,12.8482,17.123,17.8119
"TCGA-CM-6678-01A-11R-1839-07",16.8806,46.008,6.9671,108.5081,41.3107
"TCGA-A6-2686-01A-01R-A32Z-07",25.0465,72.3884,5.7393,144.0147,27.7821
"TCGA-NH-A50U-01A-33R-A37K-07",20.6305,52.0892,7.2596,82.6955,33.4012
"TCGA-5M-AAT6-01A-11R-A41B-07",27.19,49.7939,9.0604,101.8226,27.9023
"TCGA-AA-3872-01A-01R-1022-07",19.133,68.8417,5.6694,79.4465,43.5353
"TCGA-AA-3554-01A-01R-0826-07",27.6891,50.9277,8.5218,260.2342,12.9149
"TCGA-AA-3681-01A-01R-0905-07",27.7333,48.7251,5.23,96.518,17.9005
"TCGA-AA-3949-01A-01R-1022-07",35.5912,44.5699,9.5199,38.1768,31.6886
"TCGA-G4-6309-01A-21R-1839-07",34.0252,58.5066,10.3593,113.9624,12.5361
"TCGA-A6-2684-01A-01R-1410-07",11.5928,64.5394,8.2438,214.3812,19.486
"TCGA-AA-3814-01A-01R-0905-07",27.5449,69.598,7.5828,98.8839,27.332
"TCGA-A6-5656-01A-21R-1839-07",21.2639,37.6653,6.2837,31.6189,13.1327
"TCGA-5M-AAT4-01A-11R-A41B-07",16.7851,89.3339,5.5613,154.0791,33.7617
"TCGA-CM-6172-01A-11R-1653-07",48.0647,73.1537,9.3322,58.0395,69.3892
"TCGA-D5-6539-01A-11R-1723-07",32.3224,51.9851,6.0292,46.8451,56.8835
"TCGA-A6-2679-01A-02R-1410-07",1.8623,17.5085,4.3849,72.6428,1.7188
"TCGA-AA-3941-01A-01R-1022-07",27.5647,47.3665,7.448,75.319,34.662
"TCGA-AZ-4308-01A-01R-1410-07",5.988,40.4056,6.4325,79.3863,5.3094
"TCGA-CA-5254-01A-21R-1839-07",12.1618,50.627,12.1885,217.7494,12.5593
"TCGA-AA-3971-01A-01R-1022-07",25.6652,60.7661,6.8673,52.0624,23.3309
"TCGA-CK-6748-01A-11R-1839-07",21.2782,52.495,5.2017,249.6231,53.3813
"TCGA-AA-3538-01A-01R-0821-07",32.8212,69.725,10.5425,90.7724,48.8572
"TCGA-AA-3524-01A-02R-0821-07",33.8007,71.2069,13.2778,134.1163,9.9737
"TCGA-AD-6889-01A-11R-1928-07",21.2208,45.2868,9.1565,307.9779,8.8004
"TCGA-AA-3837-01A-01R-0905-07",14.6011,55.2495,5.3118,281.2421,20.1124
"TCGA-AA-3521-01A-01R-0821-07",21.8935,56.4205,7.5205,59.1429,26.1355
"TCGA-NH-A8F8-01A-72R-A41B-07",12.8178,49.3929,7.8523,75.755,22.8525
"TCGA-F4-6459-01A-11R-1774-07",27.6165,74.667,8.287,75.1342,124.3722
"TCGA-G4-6307-01A-11R-1723-07",17.7013,55.3694,4.6913,17.9648,10.8314
"TCGA-AA-3655-01A-02R-1723-07",31.8994,58.6743,9.0238,64.2362,31.8169
"TCGA-A6-2674-01A-02R-0821-07",15.2928,47.5474,6.1191,154.6602,20.6792
"TCGA-AZ-6601-01A-11R-1774-07",34.7766,63.1034,10.0904,45.5647,22.384
"TCGA-AA-3680-01A-01R-0905-07",37.1932,44.0104,8.6773,37.1029,40.7615
"TCGA-AD-6965-01A-11R-1928-07",38.1849,87.6101,11.429,150.0529,84.8501
"TCGA-G4-6317-01A-11R-1723-07",18.1389,79.2299,5.4151,43.8863,6.2579
"TCGA-AA-3812-01A-01R-0905-07",5.5718,40.639,7.7165,149.1958,5.0962
"TCGA-D5-6932-01A-11R-1928-07",18.1659,55.4388,3.979,45.7674,21.3922
"TCGA-D5-5539-01A-01R-1653-07",20.0842,52.0661,5.0836,79.8323,27.2052
"TCGA-AA-3526-01A-02R-A32Z-07",42.8851,75.7108,14.8155,91.7448,18.0409
"TCGA-A6-5659-01A-01R-1653-07",31.161,81.6125,7.9737,67.4227,60.5207
"TCGA-AA-3520-01A-01R-0821-07",21.3968,73.486,13.3708,52.9034,37.6093
"TCGA-AA-3856-01A-01R-0905-07",22.3962,48.2146,4.7891,46.0328,17.6177
"TCGA-AA-3848-01A-01R-0905-07",4.1781,38.4864,8.145,106.9666,8.5502
"TCGA-CA-6719-01A-11R-1839-07",31.2023,79.6582,6.8577,70.4375,59.1656
"TCGA-D5-6537-01A-11R-1723-07",27.9798,95.3887,10.6702,121.3361,4.3191
"TCGA-AA-3548-01A-01R-1873-07",16.7421,63.0367,3.3092,24.5344,13.0088
"TCGA-AA-A00W-01A-01R-A002-07",21.9417,56.3191,6.73,127.1856,14.5249
"TCGA-CM-6168-01A-11R-1653-07",37.3515,57.5385,11.7411,99.7807,90.4139
"TCGA-CM-5864-01A-01R-1653-07",32.0463,66.8908,12.6983,18.3638,62.3034
"TCGA-DM-A28G-01A-11R-A16W-07",17.9463,34.2335,6.9298,41.8514,26.1803
"TCGA-CM-6675-01A-11R-1839-07",44.7993,89.4523,14.9202,182.096,4.5526
"TCGA-D5-5541-01A-01R-1653-07",37.6434,83.8899,10.3074,74.1265,45.736
"TCGA-AA-3688-01A-01R-0905-07",24.4945,70.8929,7.6899,35.1162,57.2604
"TCGA-DM-A1D8-01A-11R-A155-07",18.2442,47.2958,5.7863,15.2702,12.3255
"TCGA-A6-6782-01A-11R-1839-07",15.8074,40.7692,5.1075,59.907,36.4225
"TCGA-CA-6716-01A-11R-1839-07",29.5846,64.9307,10.6521,46.8796,37.5598
"TCGA-A6-6141-01A-11R-1774-07",22.7988,38.4253,6.3815,55.2811,14.2294
"TCGA-CM-6679-01A-11R-1839-07",25.9434,47.2515,6.1725,39.2034,55.1422
"TCGA-CM-5348-01A-21R-1723-07",42.4675,48.2036,8.2967,40.6642,84.2564
"TCGA-A6-5662-01A-01R-1653-07",27.6625,85.5085,10.4796,28.7948,48.766
"TCGA-AA-A01V-01A-23R-A083-07",9.4624,48.1738,9.233,166.808,14.2979
"TCGA-AY-6197-01A-11R-1723-07",28.8557,54.186,9.0751,193.614,33.3025
"TCGA-AY-5543-01A-01R-1653-07",23.1561,52.9118,5.8548,110.3544,29.8829
"TCGA-F4-6463-01A-11R-1723-07",28.9441,53.9206,7.9413,38.2167,95.5855
"TCGA-AY-4070-01A-01R-1113-07",15.0247,48.43,6.1372,166.6143,38.5665
"TCGA-AA-A03F-01A-11R-A16W-07",6.6174,26.428,2.5321,75.3399,5.1095
"TCGA-AA-3516-01A-02R-0826-07",28.7586,72.8201,12.3406,118.7583,9.8457
"TCGA-AA-3811-01A-01R-1022-07",18.8434,76.6072,6.2373,62.0662,52.3129
"TCGA-A6-5661-01A-01R-1653-07",37.3375,68.1624,13.5948,182.143,10.391
"TCGA-D5-5538-01A-01R-1653-07",39.3274,62.6387,7.4165,42.1886,11.7789
"TCGA-G4-6314-01A-11R-1723-07",20.1489,63.8611,8.2469,168.7191,72.2922
"TCGA-AA-A01D-01A-01R-A00A-07",22.4055,57.2771,6.7112,57.0436,27.894
"TCGA-DM-A1D4-01A-21R-A155-07",11.8563,44.7209,3.9135,61.1982,11.2067
"TCGA-AA-3846-01A-01R-1022-07",36.9927,48.6153,6.8531,50.5849,27.336
"TCGA-D5-7000-01A-11R-A32Z-07",39.8324,47.7579,10.6666,130.7026,25.8111
"TCGA-G4-6320-01A-11R-1723-07",20.1241,50.7327,5.2527,76.4636,7.0143
"TCGA-NH-A6GC-01A-12R-A41B-07",18.6166,40.971,3.0625,8.028,22.2756
"TCGA-AA-A02E-01A-01R-A00A-07",19.3064,75.6439,5.769,98.3026,14.992
"TCGA-AZ-4614-01A-01R-1410-07",24.6701,96.2519,12.5653,30.4581,14.4276
"TCGA-AA-3532-01A-01R-0821-07",30.3839,77.4082,9.074,42.2365,17.8856
"TCGA-G4-6304-01A-11R-1928-07",21.6485,49.7324,11.0993,39.8279,1.6812
"TCGA-A6-4107-01A-02R-1410-07",16.8464,51.8581,6.343,191.2167,38.7511
"TCGA-AA-3522-01A-01R-0821-07",29.4686,58.1123,9.5908,81.7454,22.9702
"TCGA-AA-3818-01A-01R-0905-07",24.488,54.4895,11.5324,278.7316,29.7016
"TCGA-AA-A01T-01A-21R-A16W-07",4.0499,41.5125,3.7123,86.2948,3.1075
"TCGA-CM-4750-01A-01R-1410-07",11.6797,79.5624,10.2474,167.3279,14.1952
"TCGA-DM-A1D0-01A-11R-A155-07",24.8494,61.7943,4.3168,42.9332,13.4905
"TCGA-CK-6746-01A-11R-1839-07",47.0098,69.4573,9.9673,27.6357,6.8605
"TCGA-AA-A02J-01A-01R-A00A-07",19.6579,70.4251,10.0404,231.7311,12.0343
"TCGA-CM-6165-01A-11R-1653-07",36.9038,64.7386,7.3295,28.801,109.9218
"TCGA-AA-A02W-01A-01R-A00A-07",28.215,66.295,7.298,35.1327,22.853
"TCGA-AZ-6605-01A-11R-1839-07",23.888,46.8706,6.8576,61.9753,103.036
"TCGA-5M-AATE-01A-11R-A41B-07",22.5906,65.024,4.4014,39.5556,27.0956
"TCGA-QL-A97D-01A-12R-A41B-07",25.5844,55.4793,5.9266,28.1564,31.2425
"TCGA-AA-A02Y-01A-43R-A32Y-07",13.8589,33.0171,7.8499,136.7008,4.1411
"TCGA-F4-6809-01A-11R-1839-07",25.0918,45.3301,4.1697,65.2116,39.8141
"TCGA-QG-A5YW-01A-11R-A28H-07",19.5289,53.4384,3.9431,83.4777,23.6967
"TCGA-CM-4746-01A-01R-1410-07",11.4909,43.1392,7.4708,69.2594,6.1277
"TCGA-DM-A280-01A-12R-A16W-07",15.3524,51.3479,9.569,24.1725,4.2124
"TCGA-F4-6570-01A-11R-1774-07",25.9407,48.8773,7.3855,48.8129,24.1195
"TCGA-CK-5915-01A-11R-1653-07",28.4255,70.4957,12.1171,121.6521,47.4546
"TCGA-AA-3560-01A-01R-0821-07",13.2657,65.8432,3.5276,15.9749,19.3499
"TCGA-CM-6674-01A-11R-1839-07",25.1312,56.2851,10.2672,46.7044,27.5989
"TCGA-AA-3980-01A-02R-1022-07",25.602,67.8087,6.0193,20.3848,59.9722
"TCGA-G4-6299-01A-11R-1774-07",30.6989,77.1924,10.9328,218.2318,20.9022
"TCGA-AZ-6600-01A-11R-1774-07",13.4698,54.8801,8.7957,44.07,36.0691
"TCGA-NH-A50V-01A-11R-A28H-07",26.7014,40.5955,4.0127,24.5319,21.6849
"TCGA-AA-3870-01A-01R-1022-07",17.6374,53.5838,3.8828,184.7351,16.2038
"TCGA-AD-5900-01A-11R-1653-07",28.6971,56.0493,9.4008,73.6349,28.3818
"TCGA-F4-6807-01A-11R-1839-07",21.0681,60.2953,4.4682,42.1709,83.3864
"TCGA-AA-3695-01A-01R-0905-07",23.3349,74.5096,13.9068,719.0561,0.7825
"TCGA-AA-A01C-01A-01R-A00A-07",13.4208,55.6159,5.8783,67.8029,22.6996
"TCGA-AU-6004-01A-11R-1723-07",30.0019,43.9419,7.9283,68.3135,15.762
"TCGA-AA-3947-01A-01R-1022-07",69.2702,77.6612,14.7007,21.2649,28.5894
"TCGA-AZ-4313-01A-01R-1410-07",9.8942,61.6201,8.7018,137.9517,5.0512
"TCGA-A6-2681-01A-01R-1410-07",13.2769,66.9443,5.4032,79.1359,18.4608
"TCGA-G4-6323-01A-11R-1723-07",22.8036,35.7951,7.0165,43.3122,21.4864
"TCGA-A6-3808-01A-01R-1022-07",30.0708,59.0659,12.7065,114.3828,49.8533
"TCGA-CK-6747-01A-11R-1839-07",26.0197,54.8414,9.3302,145.6072,44.3803
"TCGA-CM-6676-01A-11R-1839-07",25.2735,52.3194,6.2301,61.8263,51.6383
"TCGA-F4-6703-01A-11R-1839-07",23.7705,46.2098,4.9231,244.2213,38.4992
"TCGA-DM-A0XF-01A-11R-A155-07",14.567,66.2954,10.5842,62.0202,13.9107
"TCGA-CM-6171-01A-11R-1653-07",39.8069,48.4199,10.1378,22.1138,40.0951
"TCGA-AD-6963-01A-11R-1928-07",25.0259,82.8025,6.3308,55.38,17.8298
"TCGA-CM-6166-01A-11R-1653-07",27.834,96.5592,10.7254,66.9619,52.2999
"TCGA-A6-5657-01A-01R-A32Z-07",26.9139,64.0795,7.9311,75.2722,64.2099
"TCGA-A6-4105-01A-02R-1774-07",26.985,87.8198,10.0355,151.6286,39.7627
"TCGA-A6-5656-01A-21R-A278-07",50.8554,34.9352,13.879,24.5439,18.4544
"TCGA-AA-3968-01A-01R-1022-07",28.5722,69.3059,8.2623,24.2705,74.2279
