"","USP33","USP39","FBXO22","DDIT4","RGS5"
"TCGA-A5-A0GA-01A-11R-A040-07",22.9579,55.6078,12.1432,92.3734,36.0458
"TCGA-A5-A0R7-01A-31R-A16W-07",18.5023,36.2235,2.4548,14.0906,54.8512
"TCGA-FI-A2D2-01A-11R-A17B-07",24.9881,51.3869,3.8881,125.9177,16.3398
"TCGA-B5-A3FA-01A-11R-A19W-07",29.8881,66.5713,10.1512,44.7592,30.0311
"TCGA-AJ-A3OJ-01A-11R-A22K-07",32.6091,56.4648,9.1654,76.0448,14.0882
"TCGA-BK-A0CA-01A-21R-A277-07",65.2676,36.8769,12.241,83.0272,15.5769
"TCGA-EY-A1GK-01A-11R-A13S-07",21.8223,32.8107,7.7863,170.9942,43.7926
"TCGA-EY-A212-01A-11R-A14M-07",34.0074,58.4353,4.8959,144.7933,13.3993
"TCGA-D1-A169-01A-11R-A12I-07",4.9315,32.1074,4.6318,606.3619,5.0963
"TCGA-BG-A3PP-01A-11R-A22K-07",18.9948,93.8599,5.5718,124.2271,12.9456
"TCGA-A5-A1OF-01A-11R-A14D-07",12.6197,46.1271,5.8218,75.9455,13.259
"TCGA-BK-A0CB-01A-32R-A104-07",9.5584,33.4799,3.7617,46.0504,85.5758
"TCGA-DI-A2QU-01A-11R-A18M-07",13.7174,43.8736,4.8481,35.9964,6.6624
"TCGA-AX-A063-01A-11R-A00V-07",18.3799,40.0626,4.6514,39.7361,33.8519
"TCGA-AX-A3GB-01A-11R-A22K-07",15.118,27.8238,4.5536,8.0681,17.0121
"TCGA-BG-A2AD-01A-21R-A16F-07",37.8629,84.2889,17.6478,97.8567,27.9883
"TCGA-H5-A2HR-01A-11R-A180-07",8.4957,49.4936,7.1409,8.5458,4.228
"TCGA-AP-A0LN-01A-11R-A040-07",14.0249,49.275,7.8503,380.4,11.3739
"TCGA-D1-A1NU-01A-11R-A14D-07",35.7492,69.2055,5.3626,86.9866,13.798
"TCGA-B5-A3FC-01A-11R-A22K-07",27.5225,43.5963,7.7998,26.1031,34.5584
"TCGA-BS-A0V4-01A-11R-A14D-07",3.4092,15.4129,1.6173,16.3101,12.4347
"TCGA-A5-A0GI-01A-11R-A040-07",10.1494,51.9156,4.8535,61.2559,25.7528
"TCGA-QS-A8F1-01A-21R-A37O-07",6.2561,14.16,1.2302,2.079,3.9551
"TCGA-D1-A17D-01A-12R-A12I-07",7.4628,33.1165,6.5663,295.9612,6.3965
"TCGA-BK-A56F-01A-32R-A27V-07",37.0596,51.4733,8.702,43.9166,50.8242
"TCGA-A5-A2K2-01A-11R-A18M-07",44.3075,51.3637,6.8931,20.7681,15.5211
"TCGA-AP-A1DO-01A-11R-A137-07",24.0541,44.3023,5.9319,29.8932,5.4976
"TCGA-A5-A0G3-01A-11R-A040-07",15.0292,60.2901,3.7051,103.0636,3.7528
"TCGA-B5-A3FD-01A-11R-A19W-07",25.9625,59.8197,6.6333,18.9877,29.5836
"TCGA-BG-A0M9-01A-21R-A104-07",18.7137,39.4902,4.9313,117.8746,23.0536
"TCGA-EO-A1Y7-01A-11R-A157-07",23.205,52.7344,8.1568,73.9537,13.3477
"TCGA-B5-A0K3-01A-11R-A040-07",25.038,94.9272,4.3547,69.949,4.9788
"TCGA-B5-A0K1-01A-11R-A16W-07",35.8617,53.4168,8.3861,194.1543,13.1508
"TCGA-AX-A1CI-01A-11R-A137-07",8.9117,17.2565,2.3268,12.3256,8.4107
"TCGA-EY-A1GU-01A-11R-A13S-07",35.9435,47.1776,9.482,314.4384,66.4528
"TCGA-A5-A0GB-01A-11R-A040-07",28.7182,80.3524,14.7097,455.2862,16.4731
"TCGA-AP-A1E4-01A-12R-A137-07",16.4511,60.1949,6.7098,35.8047,51.1081
"TCGA-AX-A06D-01A-11R-A118-07",24.9537,39.4311,5.0101,330.1622,6.8531
"TCGA-BS-A0U8-01A-11R-A104-07",23.2676,45.0571,4.8276,78.0552,35.2528
"TCGA-QS-A5YQ-01A-11R-A31O-07",21.6732,39.1166,5.2844,22.9964,16.9444
"TCGA-D1-A16R-01A-11R-A12I-07",17.179,42.8661,4.1584,95.1983,43.9967
"TCGA-A5-A0GP-01A-11R-A040-07",23.6726,61.2476,7.1644,189.7025,18.7728
"TCGA-D1-A2G0-01A-11R-A32Y-07",21.027,66.1005,6.0743,182.5508,10.1742
"TCGA-D1-A15W-01A-11R-A118-07",27.6431,40.4338,7.0002,285.6662,26.472
"TCGA-AX-A0J1-01A-11R-A040-07",25.8459,72.101,10.5655,302.7279,36.6219
"TCGA-BS-A0UV-01A-11R-A16W-07",33.4829,102.5957,10.835,178.1725,12.6082
"TCGA-D1-A17R-01A-11R-A12I-07",6.5768,70.0482,7.4222,294.4375,27.1205
"TCGA-B5-A11V-01A-11R-A10J-07",26.6435,42.9707,6.9555,35.1176,94.322
"TCGA-AX-A1C5-01A-11R-A137-07",22.1862,73.7975,12.8857,400.2743,5.59
"TCGA-EY-A215-01A-11R-A14M-07",31.7343,57.3834,9.3222,364.057,45.7603
"TCGA-AJ-A6NU-01A-11R-A34R-07",38.0986,56.3898,6.5997,362.0344,111.0693
"TCGA-A5-AB3J-01A-11R-A40A-07",27.8833,35.9458,6.6281,69.9628,130.4453
"TCGA-B5-A11Y-01A-21R-A10J-07",26.339,38.9438,6.5835,238.6917,19.9755
"TCGA-B5-A0K9-01A-21R-A104-07",31.1201,72.0878,12.5805,184.4341,13.8449
"TCGA-PG-A916-01A-11R-A37O-07",28.9811,44.0632,6.5875,415.7145,21.9514
"TCGA-EO-A2CH-01A-11R-A180-07",24.5487,50.8186,6.1678,175.5507,11.9878
"TCGA-DI-A1BU-01A-11R-A137-07",17.8261,79.0025,9.516,29.6735,25.4729
"TCGA-AJ-A3TW-01A-11R-A22K-07",24.879,76.1709,6.3985,25.8839,9.9783
"TCGA-D1-A3DA-01A-12R-A213-07",21.0438,46.3042,11.7726,87.8575,26.5272
"TCGA-BS-A0TD-01A-11R-A104-07",14.4713,33.59,5.2969,121.1668,14.6629
"TCGA-EY-A2OM-01A-11R-A18M-07",31.6037,48.8764,8.3461,762.8187,30.9378
"TCGA-PG-A914-01A-11R-A37O-07",48.3412,53.7543,6.5218,65.9187,21.9073
"TCGA-A5-A0GQ-01A-11R-A118-07",17.5644,30.6827,4.8157,50.2978,8.4935
"TCGA-AP-A051-01A-21R-A00V-07",38.9811,92.0797,16.0558,196.479,20.9335
"TCGA-FI-A2EW-01A-11R-A17B-07",17.5806,28.307,1.8993,9.1186,5.6188
"TCGA-AX-A05S-01A-11R-A00V-07",15.9125,32.9581,3.5138,107.0781,21.8271
"TCGA-BK-A26L-01A-11R-A277-07",86.4923,78.5835,9.8582,4.0285,266.5174
"TCGA-AJ-A3I9-01A-11R-A22K-07",32.8864,64.45,12.6217,20.678,13.3882
"TCGA-DF-A2KN-01A-11R-A180-07",35.039,61.0869,12.6028,284.6231,19.938
"TCGA-BG-A0M4-01A-11R-A104-07",16.8094,41.8896,7.9032,185.8477,25.6456
"TCGA-B5-A11Q-01A-11R-A118-07",17.5635,21.2324,2.4095,4.5239,27.5984
"TCGA-BS-A0TJ-01A-11R-A104-07",31.3573,72.0121,9.1592,309.7151,55.3899
"TCGA-A5-A0G5-01A-11R-A040-07",6.059,21.0114,3.443,40.0065,14.0583
"TCGA-D1-A161-01A-11R-A118-07",24.3273,50.7629,6.4179,68.3927,17.1989
"TCGA-BK-A6W4-01A-12R-A34R-07",37.3321,48.4003,8.8336,148.7168,61.9021
"TCGA-D1-A2G5-01A-11R-A17B-07",31.8378,47.1003,6.8527,93.5506,32.2792
"TCGA-AX-A2H5-01A-11R-A17B-07",54.3257,56.5541,8.1505,33.8248,7.8573
"TCGA-AX-A06H-01A-11R-A118-07",16.0946,34.0842,4.8599,198.1287,62.8735
"TCGA-D1-A167-01A-11R-A12I-07",37.6921,61.0256,11.6004,38.6471,8.0793
"TCGA-AX-A2IO-01A-11R-A180-07",23.8147,66.7331,2.3044,26.0998,43.1635
"TCGA-B5-A1MW-01A-11R-A32Y-07",30.2136,93.7886,13.6941,197.2835,34.9601
"TCGA-B5-A0JV-01A-11R-A104-07",27.5243,60.2215,9.4399,59.9529,16.7027
"TCGA-AP-A05P-01A-11R-A16W-07",23.9048,53.3245,7.381,54.4864,37.8424
"TCGA-B5-A0JS-01A-11R-A104-07",21.74,38.7264,6.6173,968.5683,30.5167
"TCGA-AX-A1C4-01A-11R-A137-07",22.7376,99.7514,7.5473,281.516,24.4738
"TCGA-AX-A0IZ-01A-11R-A118-07",19.3083,37.349,5.4718,36.8395,77.3131
"TCGA-AJ-A23M-01A-11R-A157-07",44.6558,81.696,9.8345,97.1086,56.4598
"TCGA-DF-A2L0-01A-11R-A180-07",5.709,18.2641,1.7798,8.8773,3.1428
"TCGA-D1-A16E-01A-22R-A12I-07",22.3156,37.9079,6.3383,115.5123,19.1291
"TCGA-AP-A0LT-01A-11R-A040-07",20.1423,77.1476,9.8793,487.417,8.8152
"TCGA-D1-A2G7-01A-21R-A180-07",31.3131,53.4246,6.8985,69.3595,26.7474
"TCGA-AX-A2HG-01A-11R-A17B-07",17.2183,47.5756,7.422,116.9716,42.7486
"TCGA-BG-A0VX-01A-11R-A118-07",25.4306,48.8772,9.2289,81.6421,37.5663
"TCGA-D1-A1NZ-01A-21R-A14D-07",25.2283,44.9336,7.4979,40.2553,24.2287
"TCGA-BG-A0LW-01A-11R-A16W-07",24.3594,51.6804,5.9553,26.6013,26.2046
"TCGA-BS-A0WQ-01A-21R-A109-07",30.9348,44.5174,6.4643,38.8127,17.9726
"TCGA-D1-A3DG-01A-11R-A19W-07",31.5782,98.7093,15.988,139.1388,14.7467
"TCGA-D1-A174-01A-11R-A12I-07",4.8999,30.9792,3.8268,74.613,4.0182
"TCGA-A5-A0G2-01A-11R-A16W-07",41.2019,73.8289,16.1746,122.4375,10.1103
"TCGA-KP-A3W4-01A-11R-A22K-07",53.3355,54.4011,8.6953,48.8347,76.5317
"TCGA-EY-A5W2-01A-11R-A31O-07",12.551,40.8801,8.2693,9.1489,11.3392
"TCGA-D1-A0ZQ-01A-11R-A118-07",25.8549,45.64,4.4972,143.5352,108.4278
"TCGA-BS-A0U7-01A-21R-A104-07",19.828,44.842,7.1064,194.5805,62.0683
"TCGA-A5-A0R9-01A-11R-A104-07",21.2164,45.8644,5.7546,48.068,27.6366
"TCGA-AP-A1E3-01A-11R-A137-07",22.3129,47.1575,7.788,156.8731,95.7416
"TCGA-AX-A2HA-01A-12R-A18M-07",14.1826,23.3118,4.1094,22.1981,13.084
"TCGA-D1-A0ZV-01A-11R-A10J-07",19.1856,37.4471,4.6913,96.4257,14.647
"TCGA-B5-A0JY-01A-11R-A104-07",22.2303,81.3905,10.3115,155.3713,28.6711
"TCGA-B5-A11E-01A-11R-A10J-07",39.8426,76.4874,7.4197,245.0323,25.9907
"TCGA-BG-A186-01A-11R-A12I-07",15.4896,26.0601,4.169,31.4028,40.3568
"TCGA-D1-A16O-01A-11R-A12I-07",20.7664,32.865,6.6914,144.9318,41.1648
"TCGA-AX-A2HJ-01A-11R-A17B-07",28.4007,65.209,8.0039,36.7762,71.974
"TCGA-KP-A3VZ-01A-11R-A22K-07",39.009,115.832,9.3387,16.5577,15.8724
"TCGA-AX-A05T-01A-11R-A00V-07",24.9355,60.5244,5.6807,92.0106,43.7679
"TCGA-AJ-A3BD-01A-11R-A19W-07",25.1556,52.7611,3.2682,38.5708,14.3657
"TCGA-AP-A0LS-01A-11R-A14D-07",20.2635,50.7599,8.9075,630.606,34.4415
"TCGA-AX-A0IS-01A-12R-A10J-07",21.2737,57.4673,12.898,438.9316,83.4225
"TCGA-B5-A11I-01A-11R-A10J-07",27.8266,72.7077,5.5924,178.3618,19.4195
"TCGA-AP-A0LJ-01A-11R-A040-07",10.3804,39.8171,5.8523,114.9066,11.986
"TCGA-AJ-A3QS-01A-11R-A22K-07",50.3517,72.6548,5.684,63.8401,61.9306
"TCGA-DI-A1NO-01A-31R-A157-07",26.5706,73.7754,5.3944,152.6764,7.8371
"TCGA-BG-A0M7-01A-11R-A040-07",11.8036,44.2852,6.1035,225.2563,6.2482
"TCGA-D1-A17T-01A-11R-A12I-07",15.861,45.8484,6.06,149.614,23.28
"TCGA-BK-A0C9-01A-11R-A00V-07",7.7828,59.7978,5.9562,208.8823,5.7893
"TCGA-B5-A0K2-01A-12R-A104-07",20.5732,30.6244,4.9714,46.2558,18.6557
"TCGA-BG-A0MA-01A-11R-A17B-07",29.5969,52.8336,7.1155,152.2483,37.4003
"TCGA-FI-A2EY-01A-12R-A18M-07",4.7395,16.3781,1.2504,1.7905,5.7303
"TCGA-AX-A3GI-01A-11R-A213-07",55.1203,86.8064,11.1387,107.9428,7.2925
"TCGA-BG-A0MH-01A-11R-A118-07",13.8242,55.7771,7.2504,111.5122,17.5045
"TCGA-QF-A5YT-01A-11R-A31O-07",16.2897,53.1587,7.4514,10.8417,37.4729
"TCGA-DI-A1BY-01A-21R-A137-07",12.5229,20.0396,2.9551,34.3283,55.5276
"TCGA-B5-A0JN-01A-11R-A104-07",43.2542,56.9971,4.4222,12.0451,30.9719
"TCGA-EY-A1GT-01A-11R-A13S-07",26.3887,57.1053,8.9483,229.0697,216.2944
"TCGA-B5-A11U-01A-11R-A118-07",24.9287,52.6912,7.3315,180.1201,438.7276
"TCGA-A5-A0GE-01A-11R-A16W-07",25.4974,45.5427,6.0034,110.682,44.2788
"TCGA-D1-A17M-01A-21R-A12I-07",19.5343,61.4154,8.4036,52.1726,28.705
"TCGA-AX-A1C7-01A-11R-A137-07",6.848,53.0641,3.4231,2.1673,1.5247
"TCGA-D1-A2G6-01A-11R-A17B-07",18.2497,82.4927,6.8345,244.8907,15.92
"TCGA-D1-A17N-01A-11R-A12I-07",4.469,28.7079,3.8297,88.8173,19.299
"TCGA-AP-A3K1-01A-11R-A213-07",21.8889,41.7163,4.2963,56.7059,66.6292
"TCGA-EY-A1GQ-01A-21R-A13S-07",10.2798,38.9323,4.6791,108.5654,51.8075
"TCGA-AP-A052-01A-11R-A00V-07",15.3563,62.3827,3.8637,253.7992,11.1634
"TCGA-D1-A179-01A-11R-A12I-07",28.2154,75.5566,5.1615,94.1594,5.7159
"TCGA-AX-A1CP-01A-11R-A137-07",42.7199,55.1472,12.4657,218.984,67.3331
"TCGA-B5-A11Z-01A-11R-A10J-07",28.1252,46.319,7.9473,45.8791,42.1531
"TCGA-B5-A11S-01A-11R-A118-07",45.9146,62.3317,9.3577,644.4258,31.0063
"TCGA-FI-A2F4-01A-11R-A17B-07",40.7675,55.6418,7.1133,133.7358,14.4195
"TCGA-AJ-A3OK-01A-12R-A22K-07",16.2099,18.265,3.2824,40.5029,123.8696
"TCGA-BG-A0M6-01A-31R-A104-07",41.7865,90.8572,6.7461,801.3468,21.0225
"TCGA-AJ-A2QL-01A-11R-A18M-07",35.489,67.2325,10.8386,266.2008,22.688
"TCGA-D1-A16B-01A-11R-A12I-07",25.2167,44.0997,8.2888,271.0742,56.2167
"TCGA-AX-A3G1-01A-11R-A22K-07",29.1767,52.9471,9.2579,51.1824,44.1638
"TCGA-A5-A0GV-01A-31R-A16W-07",21.0933,51.1752,4.6368,38.7878,41.6252
"TCGA-BG-A221-01A-21R-A157-07",19.443,51.2395,8.1819,83.2319,23.9563
"TCGA-EY-A4KR-01A-11R-A27V-07",27.0223,61.7972,5.9187,74.0775,66.4102
"TCGA-AP-A5FX-01A-11R-A27V-07",31.2439,79.3051,4.5293,12.1792,33.7756
"TCGA-AP-A0LD-01A-11R-A040-07",18.6703,55.1209,3.8521,50.244,54.0156
"TCGA-DF-A2KR-01A-11R-A180-07",27.3601,49.4114,4.7741,35.5637,4.7486
"TCGA-A5-A2K4-01A-11R-A18M-07",52.4352,78.5413,5.0418,125.0897,30.105
"TCGA-BG-A18C-01A-11R-A12I-07",36.2872,76.0954,6.5516,123.1633,45.9612
"TCGA-BS-A0UT-01A-11R-A104-07",11.0455,44.1942,3.7996,5.3957,39.2304
"TCGA-D1-A17L-01A-11R-A12I-07",11.9185,26.4311,2.7374,28.8829,7.452
"TCGA-AX-A3G9-01A-11R-A22K-07",29.1739,43.5973,10.1059,4.5971,24.5644
"TCGA-AP-A0L9-01A-11R-A040-07",27.5298,78.5867,9.7448,135.4579,2.1489
"TCGA-A5-A0RA-01A-21R-A104-07",34.3854,58.3193,9.0265,232.1007,16.9213
"TCGA-A5-A2K7-01A-11R-A180-07",21.6929,63.5064,8.7084,155.12,22.9537
"TCGA-EY-A1GF-01A-11R-A13S-07",47.1565,76.3676,12.2102,161.6927,29.6698
"TCGA-K6-A3WQ-01A-11R-A22K-07",18.7908,51.0551,4.0762,43.0602,22.095
"TCGA-D1-A0ZO-01A-11R-A118-07",34.1493,50.2809,8.4184,68.9712,55.8839
"TCGA-BK-A13C-01A-11R-A118-07",38.913,56.4155,11.5342,88.25,35.8237
"TCGA-EC-A1QX-01A-31R-A16F-07",19.756,40.2375,6.8178,199.4004,29.91
"TCGA-DF-A2KY-01A-21R-A213-07",13.2206,49.4982,8.2074,54.1002,17.4921
"TCGA-B5-A0K6-01A-11R-A040-07",10.1892,37.8324,4.6334,99.785,21.0673
"TCGA-AX-A1CC-01A-11R-A137-07",27.8739,60.404,4.6131,140.3132,172.5995
"TCGA-AX-A05Y-01A-11R-A00V-07",10.3889,56.1706,5.9272,334.4143,2.572
"TCGA-AX-A2HK-01A-11R-A17B-07",37.6389,73.0814,6.1909,149.9981,28.2765
"TCGA-D1-A16X-01A-11R-A12I-07",7.2799,31.0761,4.8947,323.4939,3.7166
"TCGA-AP-A053-01A-21R-A00V-07",24.2504,124.1863,5.5315,242.5383,22.7841
"TCGA-AP-A0LF-01A-11R-A118-07",8.6185,20.7279,2.3597,24.7838,6.4569
"TCGA-AX-A2IN-01A-12R-A180-07",23.1281,69.8932,10.5629,66.6173,96.6667
"TCGA-EO-A1Y8-01A-11R-A157-07",27.2854,59.6482,4.2618,38.2651,21.9607
"TCGA-A5-A0GW-01A-11R-A16W-07",19.4403,46.6625,5.555,63.8032,37.8862
"TCGA-AX-A3G3-01A-11R-A213-07",23.2482,58.1163,5.3984,99.6295,11.6518
"TCGA-EO-A3AS-01A-11R-A19W-07",38.2834,38.2419,9.5962,19.7186,7.2728
"TCGA-D1-A17S-01A-11R-A12I-07",10.4659,17.902,1.4172,11.3906,4.2297
"TCGA-EY-A54A-01A-11R-A27V-07",60.1396,53.3681,7.9623,126.5097,72.4042
"TCGA-EY-A1G7-01A-11R-A13S-07",35.521,107.7716,9.7672,60.4196,5.4528
"TCGA-D1-A17K-01A-11R-A12I-07",18.6901,53.7536,11.6927,59.3913,10.4008
"TCGA-A5-A2K3-01A-11R-A32Y-07",6.779,15.844,2.4812,32.7731,8.8556
"TCGA-EO-A3KU-01A-11R-A22K-07",50.6783,78.1897,30.245,339.8957,10.1238
"TCGA-AP-A0L8-01A-11R-A040-07",17.9949,150.1937,6.3521,9.7683,9.9361
"TCGA-DI-A0WH-01A-12R-A12I-07",9.8215,60.5506,7.2503,73.5991,13.8272
"TCGA-A5-A0VP-01A-21R-A104-07",26.968,45.73,8.0579,229.7825,17.6687
"TCGA-A5-A0GX-01A-11R-A040-07",3.5092,23.3229,5.8762,79.4555,11.3127
"TCGA-B5-A1MR-01A-31R-A14D-07",10.4751,40.0825,4.9504,211.9498,8.5711
"TCGA-BG-A0MO-01A-11R-A040-07",16.9661,48.2763,6.4454,83.4788,17.1776
"TCGA-2E-A9G8-01A-11R-A40A-07",24.8771,46.18,8.87,54.0934,8.6175
"TCGA-A5-A0VQ-01A-11R-A104-07",18.0823,36.2443,5.1842,49.5895,118.9441
"TCGA-D1-A177-01A-21R-A12I-07",20.2241,71.8037,9.2593,1063.5877,29.5471
"TCGA-AP-A0LO-01A-11R-A040-07",15.0715,58.301,7.9667,278.655,18.3233
"TCGA-E6-A2P9-01A-11R-A19W-07",38.4812,54.5992,8.9116,94.5548,27.3184
"TCGA-EY-A1GM-01A-12R-A14D-07",30.4482,80.3171,6.0104,79.83,21.368
"TCGA-EY-A1GS-01A-11R-A13S-07",19.9575,39.717,4.116,41.4542,6.6449
"TCGA-BS-A0V7-01A-21R-A118-07",5.4033,17.0678,2.2909,2.9862,9.7313
"TCGA-A5-A1OJ-01A-11R-A14D-07",12.6677,18.4885,2.9401,122.6942,100.4925
"TCGA-AJ-A23O-01A-11R-A157-07",19.2238,41.4662,6.0984,159.3495,70.0944
"TCGA-EY-A1GO-01A-11R-A14D-07",20.1476,93.1318,4.0705,6.7584,12.7865
"TCGA-AX-A3G4-01A-11R-A213-07",31.213,49.3402,7.0221,61.9621,104.956
"TCGA-B5-A0JX-01A-21R-A14M-07",29.8547,56.5323,9.7304,231.1354,28.8709
"TCGA-D1-A17B-01A-22R-A12I-07",8.2604,32.0699,6.5112,599.7426,8.4608
"TCGA-AX-A06B-01A-11R-A00V-07",28.8553,70.83,6.1992,106.5246,70.863
"TCGA-FI-A3PX-01A-11R-A22K-07",36.5098,101.2305,10.5879,23.2623,17.5423
"TCGA-D1-A0ZN-01A-11R-A118-07",29.2585,52.0786,8.5966,34.2617,140.1786
"TCGA-BG-A3EW-01A-11R-A22K-07",37.7622,74.4611,13.7504,583.1503,41.3829
"TCGA-KJ-A3U4-01A-11R-A22K-07",56.6511,62.7173,15.651,51.3683,31.7889
"TCGA-AX-A05W-01A-21R-A466-07",6.1714,19.1022,2.9053,31.102,8.6819
"TCGA-BS-A0V6-01A-11R-A118-07",31.4157,47.396,8.7278,129.3435,20.5911
"TCGA-B5-A11O-01A-11R-A118-07",26.11,52.1075,9.2486,103.3684,36.5978
"TCGA-EO-A3L0-01A-11R-A22K-07",21.964,54.8036,5.3668,36.5164,23.8542
"TCGA-BG-A222-01A-11R-A157-07",37.1587,64.4321,10.9732,849.4571,28.3254
"TCGA-QF-A5YS-01A-11R-A31O-07",24.3999,54.9346,7.2776,47.3467,7.2117
"TCGA-DI-A1NN-01A-11R-A16F-07",27.576,76.9063,12.0596,94.9747,26.1989
"TCGA-D1-A16D-01A-11R-A12I-07",17.2213,31.208,5.1447,132.1023,26.8231
"TCGA-AP-A05D-01A-11R-A00V-07",6.2491,51.9072,4.8732,130.95,1.6075
"TCGA-AX-A1C9-01A-11R-A137-07",32.4747,58.1746,3.3438,119.8289,24.4981
"TCGA-D1-A1O8-01A-11R-A14D-07",8.5767,40.3162,4.5225,28.4924,20.8036
"TCGA-FI-A3PV-01A-11R-A22K-07",33.1827,65.234,9.1566,40.3018,15.2694
"TCGA-D1-A0ZP-01A-21R-A10J-07",50.1442,123.0138,8.7421,39.6622,35.5623
"TCGA-BS-A0UL-01A-11R-A109-07",23.0263,36.944,4.1305,43.5636,70.0769
"TCGA-D1-A3JP-01A-31R-A22K-07",31.6337,59.4563,6.8276,44.491,29.4515
"TCGA-BG-A0MK-01A-51R-A19W-07",32.5294,34.8421,7.8532,44.9306,40.0817
"TCGA-D1-A1NW-01A-11R-A14M-07",13.4387,57.1945,4.7574,57.1023,11.3391
"TCGA-A5-A0GN-01A-11R-A040-07",6.0668,27.2165,2.8317,64.6891,48.6487
"TCGA-D1-A101-01A-12R-A10J-07",18.5017,29.1266,3.4219,37.839,77.5095
"TCGA-BS-A0TC-01A-11R-A104-07",12.0659,38.7037,6.1446,387.1114,6.9648
"TCGA-EY-A3QX-01A-11R-A22K-07",29.2568,76.8308,9.359,163.7579,21.1902
"TCGA-BG-A0VV-01A-21R-A118-07",21.4508,42.0348,6.3255,83.8222,16.479
"TCGA-FI-A2F9-01A-11R-A17B-07",38.739,45.7586,4.8346,94.9976,16.8367
"TCGA-AP-A1DR-01A-11R-A137-07",23.1147,50.4884,7.9909,517.172,27.5223
"TCGA-EO-A22T-01A-21R-A18M-07",43.6852,71.5868,11.7022,646.7236,40.2322
"TCGA-AP-A1DM-01A-21R-A137-07",17.598,40.9816,6.3086,245.7623,93.5427
"TCGA-AP-A0LI-01A-11R-A040-07",11.5919,35.6893,4.8424,29.5118,18.1188
"TCGA-EO-A22R-01A-11R-A18M-07",52.8806,93.8564,17.7179,500.8116,29.7519
"TCGA-D1-A1NY-01A-11R-A16F-07",25.3488,64.6747,6.9315,80.8894,13.742
"TCGA-AX-A3FT-01A-11R-A22K-07",25.483,39.4632,7.2341,66.7026,97.6831
"TCGA-AX-A3G6-01A-11R-A213-07",26.0644,85.6888,6.2774,30.9113,14.6988
"TCGA-E6-A1LZ-01A-11R-A144-07",28.4082,57.6337,3.8466,14.3176,14.157
"TCGA-B5-A1N2-01A-21R-A144-07",30.106,74.6303,5.0266,61.9727,79.4195
"TCGA-AJ-A3NE-01A-11R-A22K-07",34.7271,61.2376,13.264,176.7988,57.2316
"TCGA-DF-A2KZ-01A-11R-A213-07",11.6238,30.9148,5.6822,35.7907,27.2964
"TCGA-A5-A7WJ-01A-12R-A34R-07",35.8372,76.1363,12.6441,49.0076,57.8406
"TCGA-BS-A0V8-01A-11R-A118-07",15.0442,27.7232,1.9824,14.1895,24.7794
"TCGA-AX-A2H2-01A-11R-A180-07",10.3835,63.6138,4.6425,22.4243,51.914
"TCGA-BG-A0VZ-01A-11R-A109-07",30.5913,54.2731,8.2004,163.9748,48.1214
"TCGA-FI-A2D5-01A-11R-A17B-07",30.3444,64.3692,13.6536,791.037,15.7674
"TCGA-B5-A5OD-01A-11R-A31O-07",23.4134,56.6365,5.7702,6.4839,20.0511
"TCGA-EO-A2CG-01A-12R-A180-07",21.1516,59.3343,2.3678,24.4942,22.8214
"TCGA-EY-A1GE-01A-11R-A13S-07",29.9871,30.7383,5.909,264.5031,36.881
"TCGA-AX-A05Z-01A-11R-A00V-07",5.3944,31.9093,4.8381,586.4447,7.6198
"TCGA-B5-A1MV-01A-31R-A14D-07",23.9165,46.1402,6.9082,296.869,39.7108
"TCGA-D1-A160-01A-11R-A118-07",15.4346,45.6422,5.8169,88.1882,42.386
"TCGA-PG-A7D5-01A-11R-A34R-07",36.5119,113.6767,7.2952,51.6917,29.3861
"TCGA-D1-A0ZS-01A-11R-A118-07",26.7429,86.9641,13.9964,1153.8338,11.5759
"TCGA-AX-A06L-01A-11R-A118-07",18.2282,22.4925,3.4353,25.598,24.7806
"TCGA-DI-A1C3-01A-41R-A137-07",17.8592,24.6678,3.5086,10.72,29.4244
"TCGA-DI-A2QY-01A-12R-A19W-07",17.5827,40.0569,2.7333,5.261,18.9287
