"","Row.names","ENSG00000167196.14","sample_type","patient","project_id","fc"
"4204","TCGA-CV-7255-01A-11R-2016-07","7.4439","Primary Tumor","TCGA-CV-7255","TCGA-HNSC","1.71573006191988"
"4205","TCGA-CV-7255-11A-01R-2016-07","6.1706","Solid Tissue Normal","TCGA-CV-7255","TCGA-HNSC","1.71573006191988"
"4206","TCGA-CV-7261-01A-11R-2016-07","9.854","Primary Tumor","TCGA-CV-7261","TCGA-HNSC","1.71573006191988"
"4207","TCGA-CV-7261-11A-01R-2016-07","5.4339","Solid Tissue Normal","TCGA-CV-7261","TCGA-HNSC","1.71573006191988"
"4208","TCGA-CV-7263-01A-11R-2016-07","6.3626","Primary Tumor","TCGA-CV-7263","TCGA-HNSC","1.71573006191988"
"4209","TCGA-CV-7406-01A-11R-2081-07","10.7889","Primary Tumor","TCGA-CV-7406","TCGA-HNSC","1.71573006191988"
"4210","TCGA-CV-7406-11A-01R-2081-07","2.5547","Solid Tissue Normal","TCGA-CV-7406","TCGA-HNSC","1.71573006191988"
"4211","TCGA-CV-7407-01A-11R-2081-07","7.8287","Primary Tumor","TCGA-CV-7407","TCGA-HNSC","1.71573006191988"
"4212","TCGA-CV-7409-01A-31R-2232-07","8.4726","Primary Tumor","TCGA-CV-7409","TCGA-HNSC","1.71573006191988"
"4213","TCGA-CV-7410-01A-21R-2081-07","7.1042","Primary Tumor","TCGA-CV-7410","TCGA-HNSC","1.71573006191988"
"4214","TCGA-CV-7411-01A-11R-2081-07","4.5822","Primary Tumor","TCGA-CV-7411","TCGA-HNSC","1.71573006191988"
"4215","TCGA-CV-7413-01A-11R-2081-07","9.4342","Primary Tumor","TCGA-CV-7413","TCGA-HNSC","1.71573006191988"
"4216","TCGA-CV-7414-01A-11R-2081-07","7.8512","Primary Tumor","TCGA-CV-7414","TCGA-HNSC","1.71573006191988"
"4217","TCGA-CV-7415-01A-11R-2081-07","6.6985","Primary Tumor","TCGA-CV-7415","TCGA-HNSC","1.71573006191988"
"4218","TCGA-CV-7416-01A-11R-2081-07","9.0512","Primary Tumor","TCGA-CV-7416","TCGA-HNSC","1.71573006191988"
"4219","TCGA-CV-7416-11A-01R-2081-07","4.6413","Solid Tissue Normal","TCGA-CV-7416","TCGA-HNSC","1.71573006191988"
"4220","TCGA-CV-7418-01A-11R-2081-07","16.8398","Primary Tumor","TCGA-CV-7418","TCGA-HNSC","1.71573006191988"
"4221","TCGA-CV-7421-01A-11R-2081-07","5.7923","Primary Tumor","TCGA-CV-7421","TCGA-HNSC","1.71573006191988"
"4222","TCGA-CV-7422-01A-21R-2081-07","9.2219","Primary Tumor","TCGA-CV-7422","TCGA-HNSC","1.71573006191988"
"4223","TCGA-CV-7423-01A-11R-2081-07","5.9781","Primary Tumor","TCGA-CV-7423","TCGA-HNSC","1.71573006191988"
"4224","TCGA-CV-7423-11A-01R-2081-07","4.995","Solid Tissue Normal","TCGA-CV-7423","TCGA-HNSC","1.71573006191988"
"4225","TCGA-CV-7424-01A-11R-2081-07","6.6211","Primary Tumor","TCGA-CV-7424","TCGA-HNSC","1.71573006191988"
"4226","TCGA-CV-7424-11A-01R-2081-07","5.4416","Solid Tissue Normal","TCGA-CV-7424","TCGA-HNSC","1.71573006191988"
"4227","TCGA-CV-7425-01A-11R-2081-07","6.9715","Primary Tumor","TCGA-CV-7425","TCGA-HNSC","1.71573006191988"
"4228","TCGA-CV-7425-11A-01R-2081-07","5.0873","Solid Tissue Normal","TCGA-CV-7425","TCGA-HNSC","1.71573006191988"
"4229","TCGA-CV-7427-01A-11R-2081-07","12.9156","Primary Tumor","TCGA-CV-7427","TCGA-HNSC","1.71573006191988"
"4230","TCGA-CV-7428-01A-11R-2132-07","7.4718","Primary Tumor","TCGA-CV-7428","TCGA-HNSC","1.71573006191988"
"4231","TCGA-CV-7429-01A-11R-2132-07","20.9875","Primary Tumor","TCGA-CV-7429","TCGA-HNSC","1.71573006191988"
"4232","TCGA-CV-7430-01A-11R-2132-07","12.0475","Primary Tumor","TCGA-CV-7430","TCGA-HNSC","1.71573006191988"
"4233","TCGA-CV-7432-01A-11R-2132-07","5.0479","Primary Tumor","TCGA-CV-7432","TCGA-HNSC","1.71573006191988"
"4234","TCGA-CV-7432-11A-01R-2132-07","4.9754","Solid Tissue Normal","TCGA-CV-7432","TCGA-HNSC","1.71573006191988"
"4235","TCGA-CV-7433-01A-11R-2132-07","5.8539","Primary Tumor","TCGA-CV-7433","TCGA-HNSC","1.71573006191988"
"4236","TCGA-CV-7434-01A-11R-2132-07","6.8531","Primary Tumor","TCGA-CV-7434","TCGA-HNSC","1.71573006191988"
"4237","TCGA-CV-7434-11A-01R-2132-07","4.8866","Solid Tissue Normal","TCGA-CV-7434","TCGA-HNSC","1.71573006191988"
"4238","TCGA-CV-7435-01A-11R-2132-07","4.2466","Primary Tumor","TCGA-CV-7435","TCGA-HNSC","1.71573006191988"
"4239","TCGA-CV-7437-01A-21R-2132-07","7.5754","Primary Tumor","TCGA-CV-7437","TCGA-HNSC","1.71573006191988"
"4240","TCGA-CV-7437-11A-01R-2132-07","5.0385","Solid Tissue Normal","TCGA-CV-7437","TCGA-HNSC","1.71573006191988"
"4241","TCGA-CV-7438-01A-21R-2132-07","4.8284","Primary Tumor","TCGA-CV-7438","TCGA-HNSC","1.71573006191988"
"4242","TCGA-CV-7438-11A-01R-2132-07","5.3708","Solid Tissue Normal","TCGA-CV-7438","TCGA-HNSC","1.71573006191988"
"4243","TCGA-CV-7440-01A-11R-2132-07","9.8549","Primary Tumor","TCGA-CV-7440","TCGA-HNSC","1.71573006191988"
"4244","TCGA-CV-7440-11A-01R-2187-07","5.8165","Solid Tissue Normal","TCGA-CV-7440","TCGA-HNSC","1.71573006191988"
"4245","TCGA-CV-7446-01A-11R-2232-07","6.8747","Primary Tumor","TCGA-CV-7446","TCGA-HNSC","1.71573006191988"
"4246","TCGA-CV-7568-01A-11R-2232-07","15.4693","Primary Tumor","TCGA-CV-7568","TCGA-HNSC","1.71573006191988"
"4247","TCGA-CV-A45O-01A-21R-A24H-07","3.2455","Primary Tumor","TCGA-CV-A45O","TCGA-HNSC","1.71573006191988"
"4248","TCGA-CV-A45P-01A-11R-A24H-07","6.1878","Primary Tumor","TCGA-CV-A45P","TCGA-HNSC","1.71573006191988"
"4249","TCGA-CV-A45Q-01A-11R-A24H-07","4.5571","Primary Tumor","TCGA-CV-A45Q","TCGA-HNSC","1.71573006191988"
"4250","TCGA-CV-A45R-01A-11R-A24H-07","3.2235","Primary Tumor","TCGA-CV-A45R","TCGA-HNSC","1.71573006191988"
"4251","TCGA-CV-A45T-01A-11R-A24H-07","4.7294","Primary Tumor","TCGA-CV-A45T","TCGA-HNSC","1.71573006191988"
"4252","TCGA-CV-A45U-01A-12R-A24H-07","8.6311","Primary Tumor","TCGA-CV-A45U","TCGA-HNSC","1.71573006191988"
"4253","TCGA-CV-A45V-01A-21R-A24Z-07","6.7564","Primary Tumor","TCGA-CV-A45V","TCGA-HNSC","1.71573006191988"
"4254","TCGA-CV-A45W-01A-11R-A24Z-07","4.0639","Primary Tumor","TCGA-CV-A45W","TCGA-HNSC","1.71573006191988"
"4255","TCGA-CV-A45X-01A-21R-A24Z-07","4.0623","Primary Tumor","TCGA-CV-A45X","TCGA-HNSC","1.71573006191988"
"4256","TCGA-CV-A45Y-01A-11R-A24Z-07","4.0013","Primary Tumor","TCGA-CV-A45Y","TCGA-HNSC","1.71573006191988"
"4257","TCGA-CV-A45Z-01A-21R-A24Z-07","7.7888","Primary Tumor","TCGA-CV-A45Z","TCGA-HNSC","1.71573006191988"
"4258","TCGA-CV-A460-01A-21R-A24Z-07","3.6364","Primary Tumor","TCGA-CV-A460","TCGA-HNSC","1.71573006191988"
"4259","TCGA-CV-A461-01A-41R-A266-07","7.3071","Primary Tumor","TCGA-CV-A461","TCGA-HNSC","1.71573006191988"
"4260","TCGA-CV-A463-01A-11R-A266-07","9.3092","Primary Tumor","TCGA-CV-A463","TCGA-HNSC","1.71573006191988"
"4261","TCGA-CV-A464-01A-11R-A266-07","7.5935","Primary Tumor","TCGA-CV-A464","TCGA-HNSC","1.71573006191988"
"4262","TCGA-CV-A465-01A-11R-A266-07","5.4261","Primary Tumor","TCGA-CV-A465","TCGA-HNSC","1.71573006191988"
"4263","TCGA-CV-A468-01A-11R-A266-07","5.5793","Primary Tumor","TCGA-CV-A468","TCGA-HNSC","1.71573006191988"
"4264","TCGA-CV-A6JD-01A-11R-A31N-07","12.2808","Primary Tumor","TCGA-CV-A6JD","TCGA-HNSC","1.71573006191988"
"4265","TCGA-CV-A6JE-01A-11R-A31N-07","3.9758","Primary Tumor","TCGA-CV-A6JE","TCGA-HNSC","1.71573006191988"
"4266","TCGA-CV-A6JM-01A-11R-A31N-07","2.5636","Primary Tumor","TCGA-CV-A6JM","TCGA-HNSC","1.71573006191988"
"4267","TCGA-CV-A6JN-01A-11R-A31N-07","4.8661","Primary Tumor","TCGA-CV-A6JN","TCGA-HNSC","1.71573006191988"
"4268","TCGA-CV-A6JT-01A-11R-A31N-07","3.0308","Primary Tumor","TCGA-CV-A6JT","TCGA-HNSC","1.71573006191988"
"4269","TCGA-CV-A6JU-01A-11R-A31N-07","5.4234","Primary Tumor","TCGA-CV-A6JU","TCGA-HNSC","1.71573006191988"
"4270","TCGA-CV-A6JY-01A-11R-A31N-07","6.5341","Primary Tumor","TCGA-CV-A6JY","TCGA-HNSC","1.71573006191988"
"4271","TCGA-CV-A6JZ-01A-11R-A31N-07","4.19","Primary Tumor","TCGA-CV-A6JZ","TCGA-HNSC","1.71573006191988"
"4272","TCGA-CV-A6K1-01A-11R-A31N-07","7.0722","Primary Tumor","TCGA-CV-A6K1","TCGA-HNSC","1.71573006191988"
"4273","TCGA-CV-A6K2-01A-11R-A31N-07","9.2423","Primary Tumor","TCGA-CV-A6K2","TCGA-HNSC","1.71573006191988"
"4274","TCGA-CX-7082-01A-11R-2016-07","8.0997","Primary Tumor","TCGA-CX-7082","TCGA-HNSC","1.71573006191988"
"4275","TCGA-CX-7085-01A-21R-2016-07","4.2027","Primary Tumor","TCGA-CX-7085","TCGA-HNSC","1.71573006191988"
"4276","TCGA-CX-7086-01A-11R-2081-07","6.3727","Primary Tumor","TCGA-CX-7086","TCGA-HNSC","1.71573006191988"
"4277","TCGA-CX-7219-01A-11R-2016-07","6.0507","Primary Tumor","TCGA-CX-7219","TCGA-HNSC","1.71573006191988"
"4278","TCGA-CX-A4AQ-01A-11R-A24Z-07","4.732","Primary Tumor","TCGA-CX-A4AQ","TCGA-HNSC","1.71573006191988"
"4279","TCGA-D6-6515-01A-21R-1873-07","7.5759","Primary Tumor","TCGA-D6-6515","TCGA-HNSC","1.71573006191988"
"4280","TCGA-D6-6516-01A-11R-1873-07","7.9724","Primary Tumor","TCGA-D6-6516","TCGA-HNSC","1.71573006191988"
"4281","TCGA-D6-6517-01A-11R-1873-07","6.3782","Primary Tumor","TCGA-D6-6517","TCGA-HNSC","1.71573006191988"
"4282","TCGA-D6-6823-01A-11R-1915-07","7.6781","Primary Tumor","TCGA-D6-6823","TCGA-HNSC","1.71573006191988"
"4283","TCGA-D6-6824-01A-11R-1915-07","6.7708","Primary Tumor","TCGA-D6-6824","TCGA-HNSC","1.71573006191988"
"4284","TCGA-D6-6825-01A-21R-1915-07","7.3533","Primary Tumor","TCGA-D6-6825","TCGA-HNSC","1.71573006191988"
"4285","TCGA-D6-6826-01A-11R-1915-07","7.2742","Primary Tumor","TCGA-D6-6826","TCGA-HNSC","1.71573006191988"
"4286","TCGA-D6-6827-01A-11R-1915-07","14.4306","Primary Tumor","TCGA-D6-6827","TCGA-HNSC","1.71573006191988"
"4287","TCGA-D6-8568-01A-11R-2403-07","6.3689","Primary Tumor","TCGA-D6-8568","TCGA-HNSC","1.71573006191988"
"4288","TCGA-D6-8569-01A-11R-2403-07","13.7302","Primary Tumor","TCGA-D6-8569","TCGA-HNSC","1.71573006191988"
"4289","TCGA-D6-A4Z9-01A-11R-A24Z-07","6.5162","Primary Tumor","TCGA-D6-A4Z9","TCGA-HNSC","1.71573006191988"
"4290","TCGA-D6-A4ZB-01A-11R-A24Z-07","6.5312","Primary Tumor","TCGA-D6-A4ZB","TCGA-HNSC","1.71573006191988"
"4291","TCGA-D6-A6EK-01A-11R-A31N-07","3.5913","Primary Tumor","TCGA-D6-A6EK","TCGA-HNSC","1.71573006191988"
"4292","TCGA-D6-A6EM-01A-21R-A31N-07","12.6046","Primary Tumor","TCGA-D6-A6EM","TCGA-HNSC","1.71573006191988"
"4293","TCGA-D6-A6EN-01A-11R-A31N-07","10.9181","Primary Tumor","TCGA-D6-A6EN","TCGA-HNSC","1.71573006191988"
"4294","TCGA-D6-A6EO-01A-11R-A31N-07","4.9318","Primary Tumor","TCGA-D6-A6EO","TCGA-HNSC","1.71573006191988"
"4295","TCGA-D6-A6EP-01A-11R-A31N-07","3.8503","Primary Tumor","TCGA-D6-A6EP","TCGA-HNSC","1.71573006191988"
"4296","TCGA-D6-A6EQ-01A-11R-A31N-07","3.9258","Primary Tumor","TCGA-D6-A6EQ","TCGA-HNSC","1.71573006191988"
"4297","TCGA-D6-A6ES-01A-12R-A31N-07","1.4188","Primary Tumor","TCGA-D6-A6ES","TCGA-HNSC","1.71573006191988"
"4298","TCGA-D6-A74Q-01A-11R-A34R-07","5.9493","Primary Tumor","TCGA-D6-A74Q","TCGA-HNSC","1.71573006191988"
"4299","TCGA-DQ-5624-01A-01R-1873-07","5.2079","Primary Tumor","TCGA-DQ-5624","TCGA-HNSC","1.71573006191988"
"4300","TCGA-DQ-5625-01A-01R-1873-07","4.5391","Primary Tumor","TCGA-DQ-5625","TCGA-HNSC","1.71573006191988"
"4301","TCGA-DQ-5629-01A-01R-1873-07","11.6956","Primary Tumor","TCGA-DQ-5629","TCGA-HNSC","1.71573006191988"
"4302","TCGA-DQ-5630-01A-01R-1873-07","8.7446","Primary Tumor","TCGA-DQ-5630","TCGA-HNSC","1.71573006191988"
"4303","TCGA-DQ-5631-01A-01R-1873-07","7.6188","Primary Tumor","TCGA-DQ-5631","TCGA-HNSC","1.71573006191988"
"4304","TCGA-DQ-7588-01A-11R-2081-07","13.2779","Primary Tumor","TCGA-DQ-7588","TCGA-HNSC","1.71573006191988"
"4305","TCGA-DQ-7589-01A-11R-2232-07","10.5719","Primary Tumor","TCGA-DQ-7589","TCGA-HNSC","1.71573006191988"
"4306","TCGA-DQ-7590-01A-11R-2232-07","11.7582","Primary Tumor","TCGA-DQ-7590","TCGA-HNSC","1.71573006191988"
"4307","TCGA-DQ-7591-01A-11R-2081-07","4.904","Primary Tumor","TCGA-DQ-7591","TCGA-HNSC","1.71573006191988"
"4308","TCGA-DQ-7592-01A-11R-2081-07","5.4647","Primary Tumor","TCGA-DQ-7592","TCGA-HNSC","1.71573006191988"
"4309","TCGA-DQ-7593-01A-11R-2232-07","8.3473","Primary Tumor","TCGA-DQ-7593","TCGA-HNSC","1.71573006191988"
"4310","TCGA-DQ-7594-01A-11R-2232-07","8.7792","Primary Tumor","TCGA-DQ-7594","TCGA-HNSC","1.71573006191988"
"4311","TCGA-DQ-7595-01A-11R-2232-07","7.5544","Primary Tumor","TCGA-DQ-7595","TCGA-HNSC","1.71573006191988"
"4312","TCGA-DQ-7596-01A-11R-2232-07","7.5356","Primary Tumor","TCGA-DQ-7596","TCGA-HNSC","1.71573006191988"
"4313","TCGA-F7-7848-01A-11R-2132-07","6.6375","Primary Tumor","TCGA-F7-7848","TCGA-HNSC","1.71573006191988"
"4314","TCGA-F7-8298-01A-11R-2403-07","8.0083","Primary Tumor","TCGA-F7-8298","TCGA-HNSC","1.71573006191988"
"4315","TCGA-F7-8489-01A-31R-2403-07","5.8104","Primary Tumor","TCGA-F7-8489","TCGA-HNSC","1.71573006191988"
"4316","TCGA-F7-A50G-01A-11R-A266-07","4.7605","Primary Tumor","TCGA-F7-A50G","TCGA-HNSC","1.71573006191988"
"4317","TCGA-F7-A50I-01A-11R-A28V-07","4.7569","Primary Tumor","TCGA-F7-A50I","TCGA-HNSC","1.71573006191988"
"4318","TCGA-F7-A50J-01A-21R-A28V-07","5.036","Primary Tumor","TCGA-F7-A50J","TCGA-HNSC","1.71573006191988"
"4319","TCGA-F7-A61S-01A-11R-A28V-07","6.2616","Primary Tumor","TCGA-F7-A61S","TCGA-HNSC","1.71573006191988"
"4320","TCGA-F7-A61V-01A-11R-A28V-07","8.3888","Primary Tumor","TCGA-F7-A61V","TCGA-HNSC","1.71573006191988"
"4321","TCGA-F7-A61W-01A-11R-A28V-07","14.1353","Primary Tumor","TCGA-F7-A61W","TCGA-HNSC","1.71573006191988"
"4322","TCGA-F7-A620-01A-11R-A28V-07","7.6907","Primary Tumor","TCGA-F7-A620","TCGA-HNSC","1.71573006191988"
"4323","TCGA-F7-A622-01A-11R-A28V-07","6.1626","Primary Tumor","TCGA-F7-A622","TCGA-HNSC","1.71573006191988"
"4324","TCGA-F7-A623-01A-11R-A28V-07","6.4541","Primary Tumor","TCGA-F7-A623","TCGA-HNSC","1.71573006191988"
"4325","TCGA-F7-A624-01A-22R-A30B-07","5.4265","Primary Tumor","TCGA-F7-A624","TCGA-HNSC","1.71573006191988"
"4326","TCGA-H7-7774-01A-21R-2081-07","5.1179","Primary Tumor","TCGA-H7-7774","TCGA-HNSC","1.71573006191988"
"4327","TCGA-H7-8501-01A-11R-2403-07","15.0285","Primary Tumor","TCGA-H7-8501","TCGA-HNSC","1.71573006191988"
"4328","TCGA-H7-8502-01A-11R-2403-07","12.6333","Primary Tumor","TCGA-H7-8502","TCGA-HNSC","1.71573006191988"
"4329","TCGA-H7-A6C4-01A-11R-A30B-07","2.3928","Primary Tumor","TCGA-H7-A6C4","TCGA-HNSC","1.71573006191988"
"4330","TCGA-H7-A6C4-11A-21R-A466-07","2.1436","Solid Tissue Normal","TCGA-H7-A6C4","TCGA-HNSC","1.71573006191988"
"4331","TCGA-H7-A6C5-11A-11R-A30B-07","4.5945","Solid Tissue Normal","TCGA-H7-A6C5","TCGA-HNSC","1.71573006191988"
"4332","TCGA-H7-A76A-01A-51R-A34R-07","3.7889","Primary Tumor","TCGA-H7-A76A","TCGA-HNSC","1.71573006191988"
"4333","TCGA-HD-7229-01A-11R-2016-07","11.1927","Primary Tumor","TCGA-HD-7229","TCGA-HNSC","1.71573006191988"
"4334","TCGA-HD-7753-01A-11R-2081-07","7.1394","Primary Tumor","TCGA-HD-7753","TCGA-HNSC","1.71573006191988"
"4335","TCGA-HD-7754-01A-11R-2081-07","10.3204","Primary Tumor","TCGA-HD-7754","TCGA-HNSC","1.71573006191988"
"4336","TCGA-HD-7831-01A-11R-2132-07","6.2086","Primary Tumor","TCGA-HD-7831","TCGA-HNSC","1.71573006191988"
"4337","TCGA-HD-7832-01A-11R-2132-07","15.8904","Primary Tumor","TCGA-HD-7832","TCGA-HNSC","1.71573006191988"
"4338","TCGA-HD-7917-01A-11R-2232-07","11.9927","Primary Tumor","TCGA-HD-7917","TCGA-HNSC","1.71573006191988"
"4339","TCGA-HD-8224-01A-11R-2403-07","8.2388","Primary Tumor","TCGA-HD-8224","TCGA-HNSC","1.71573006191988"
"4340","TCGA-HD-8314-01A-11R-2403-07","8.8932","Primary Tumor","TCGA-HD-8314","TCGA-HNSC","1.71573006191988"
"4341","TCGA-HD-8634-01A-11R-2403-07","6.223","Primary Tumor","TCGA-HD-8634","TCGA-HNSC","1.71573006191988"
"4342","TCGA-HD-8635-01A-11R-2403-07","6.8831","Primary Tumor","TCGA-HD-8635","TCGA-HNSC","1.71573006191988"
"4343","TCGA-HD-8635-11A-01R-2403-07","5.3214","Solid Tissue Normal","TCGA-HD-8635","TCGA-HNSC","1.71573006191988"
"4344","TCGA-HD-A4C1-01A-11R-A24H-07","8.4197","Primary Tumor","TCGA-HD-A4C1","TCGA-HNSC","1.71573006191988"
"4345","TCGA-HD-A633-01A-11R-A28V-07","14.7589","Primary Tumor","TCGA-HD-A633","TCGA-HNSC","1.71573006191988"
"4346","TCGA-HD-A634-01A-11R-A28V-07","9.2665","Primary Tumor","TCGA-HD-A634","TCGA-HNSC","1.71573006191988"
"4347","TCGA-HD-A6HZ-01A-12R-A31N-07","5.3202","Primary Tumor","TCGA-HD-A6HZ","TCGA-HNSC","1.71573006191988"
"4348","TCGA-HD-A6HZ-11A-11R-A31N-07","2.3234","Solid Tissue Normal","TCGA-HD-A6HZ","TCGA-HNSC","1.71573006191988"
"4349","TCGA-HD-A6I0-01A-11R-A31N-07","7.6994","Primary Tumor","TCGA-HD-A6I0","TCGA-HNSC","1.71573006191988"
"4350","TCGA-HD-A6I0-11A-11R-A31N-07","3.8889","Solid Tissue Normal","TCGA-HD-A6I0","TCGA-HNSC","1.71573006191988"
"4351","TCGA-HL-7533-01A-11R-2232-07","12.1268","Primary Tumor","TCGA-HL-7533","TCGA-HNSC","1.71573006191988"
"4352","TCGA-IQ-7630-01A-11R-2081-07","8.4339","Primary Tumor","TCGA-IQ-7630","TCGA-HNSC","1.71573006191988"
"4353","TCGA-IQ-7631-01A-11R-2081-07","4.2509","Primary Tumor","TCGA-IQ-7631","TCGA-HNSC","1.71573006191988"
"4354","TCGA-IQ-7632-01A-11R-2081-07","5.051","Primary Tumor","TCGA-IQ-7632","TCGA-HNSC","1.71573006191988"
"4355","TCGA-IQ-A61E-01A-22R-A30B-07","6.4342","Primary Tumor","TCGA-IQ-A61E","TCGA-HNSC","1.71573006191988"
"4356","TCGA-IQ-A61G-01A-11R-A30B-07","19.2975","Primary Tumor","TCGA-IQ-A61G","TCGA-HNSC","1.71573006191988"
"4357","TCGA-IQ-A61H-01A-11R-A30B-07","7.5383","Primary Tumor","TCGA-IQ-A61H","TCGA-HNSC","1.71573006191988"
"4358","TCGA-IQ-A61I-01A-11R-A30B-07","5.7791","Primary Tumor","TCGA-IQ-A61I","TCGA-HNSC","1.71573006191988"
"4359","TCGA-IQ-A61J-01A-11R-A30B-07","5.7948","Primary Tumor","TCGA-IQ-A61J","TCGA-HNSC","1.71573006191988"
"4360","TCGA-IQ-A61O-01A-11R-A30B-07","4.0149","Primary Tumor","TCGA-IQ-A61O","TCGA-HNSC","1.71573006191988"
"4361","TCGA-IQ-A6SG-01A-12R-A34R-07","11.2376","Primary Tumor","TCGA-IQ-A6SG","TCGA-HNSC","1.71573006191988"
"4362","TCGA-IQ-A6SH-01A-12R-A34R-07","6.2527","Primary Tumor","TCGA-IQ-A6SH","TCGA-HNSC","1.71573006191988"
"4363","TCGA-KU-A66S-01A-21R-A30B-07","13.4489","Primary Tumor","TCGA-KU-A66S","TCGA-HNSC","1.71573006191988"
"4364","TCGA-KU-A66T-01A-11R-A30B-07","5.2777","Primary Tumor","TCGA-KU-A66T","TCGA-HNSC","1.71573006191988"
"4365","TCGA-KU-A6H7-01A-11R-A31N-07","8.8131","Primary Tumor","TCGA-KU-A6H7","TCGA-HNSC","1.71573006191988"
"4366","TCGA-KU-A6H8-01A-21R-A34R-07","4.6431","Primary Tumor","TCGA-KU-A6H8","TCGA-HNSC","1.71573006191988"
"4367","TCGA-MT-A51W-01A-21R-A266-07","6.3751","Primary Tumor","TCGA-MT-A51W","TCGA-HNSC","1.71573006191988"
"4368","TCGA-MT-A51X-01A-11R-A266-07","5.7681","Primary Tumor","TCGA-MT-A51X","TCGA-HNSC","1.71573006191988"
"4369","TCGA-MT-A67A-01A-11R-A30B-07","8.421","Primary Tumor","TCGA-MT-A67A","TCGA-HNSC","1.71573006191988"
"4370","TCGA-MT-A67D-01A-31R-A30B-07","5.8648","Primary Tumor","TCGA-MT-A67D","TCGA-HNSC","1.71573006191988"
"4371","TCGA-MT-A67F-01A-11R-A30B-07","6.0856","Primary Tumor","TCGA-MT-A67F","TCGA-HNSC","1.71573006191988"
"4372","TCGA-MT-A7BN-01A-12R-A34R-07","2.9306","Primary Tumor","TCGA-MT-A7BN","TCGA-HNSC","1.71573006191988"
"4373","TCGA-MZ-A5BI-01A-31R-A34R-07","6.6034","Primary Tumor","TCGA-MZ-A5BI","TCGA-HNSC","1.71573006191988"
"4374","TCGA-MZ-A6I9-01A-11R-A31N-07","8.0126","Primary Tumor","TCGA-MZ-A6I9","TCGA-HNSC","1.71573006191988"
"4375","TCGA-MZ-A7D7-01A-21R-A34R-07","10.5117","Primary Tumor","TCGA-MZ-A7D7","TCGA-HNSC","1.71573006191988"
"4376","TCGA-P3-A5Q5-01A-11R-A28V-07","8.2361","Primary Tumor","TCGA-P3-A5Q5","TCGA-HNSC","1.71573006191988"
"4377","TCGA-P3-A5Q6-01A-11R-A28V-07","7.1639","Primary Tumor","TCGA-P3-A5Q6","TCGA-HNSC","1.71573006191988"
"4378","TCGA-P3-A5QA-01A-11R-A28V-07","9.7246","Primary Tumor","TCGA-P3-A5QA","TCGA-HNSC","1.71573006191988"
"4379","TCGA-P3-A5QE-01A-11R-A28V-07","10.7083","Primary Tumor","TCGA-P3-A5QE","TCGA-HNSC","1.71573006191988"
"4380","TCGA-P3-A5QF-01A-11R-A28V-07","9.0739","Primary Tumor","TCGA-P3-A5QF","TCGA-HNSC","1.71573006191988"
"4381","TCGA-P3-A6SW-01A-11R-A34R-07","7.2232","Primary Tumor","TCGA-P3-A6SW","TCGA-HNSC","1.71573006191988"
"4382","TCGA-P3-A6SX-01A-11R-A34R-07","7.365","Primary Tumor","TCGA-P3-A6SX","TCGA-HNSC","1.71573006191988"
"4383","TCGA-P3-A6T0-01A-12R-A34R-07","8.4544","Primary Tumor","TCGA-P3-A6T0","TCGA-HNSC","1.71573006191988"
"4384","TCGA-P3-A6T2-01A-11R-A34R-07","15.9443","Primary Tumor","TCGA-P3-A6T2","TCGA-HNSC","1.71573006191988"
"4385","TCGA-P3-A6T3-01A-11R-A34R-07","5.3097","Primary Tumor","TCGA-P3-A6T3","TCGA-HNSC","1.71573006191988"
"4386","TCGA-P3-A6T4-01A-11R-A34R-07","4.5589","Primary Tumor","TCGA-P3-A6T4","TCGA-HNSC","1.71573006191988"
"4387","TCGA-P3-A6T5-01A-11R-A34R-07","4.4315","Primary Tumor","TCGA-P3-A6T5","TCGA-HNSC","1.71573006191988"
"4388","TCGA-P3-A6T6-01A-11R-A34R-07","10.5436","Primary Tumor","TCGA-P3-A6T6","TCGA-HNSC","1.71573006191988"
"4389","TCGA-P3-A6T7-01A-11R-A34R-07","5.4155","Primary Tumor","TCGA-P3-A6T7","TCGA-HNSC","1.71573006191988"
"4390","TCGA-P3-A6T8-01A-11R-A34R-07","8.0895","Primary Tumor","TCGA-P3-A6T8","TCGA-HNSC","1.71573006191988"
"4391","TCGA-QK-A64Z-01A-11R-A30B-07","7.643","Primary Tumor","TCGA-QK-A64Z","TCGA-HNSC","1.71573006191988"
"4392","TCGA-QK-A652-01A-11R-A30B-07","5.6522","Primary Tumor","TCGA-QK-A652","TCGA-HNSC","1.71573006191988"
"4393","TCGA-QK-A6IF-01A-11R-A31N-07","8.8518","Primary Tumor","TCGA-QK-A6IF","TCGA-HNSC","1.71573006191988"
"4394","TCGA-QK-A6IG-01A-11R-A31N-07","5.873","Primary Tumor","TCGA-QK-A6IG","TCGA-HNSC","1.71573006191988"
"4395","TCGA-QK-A6IH-01A-11R-A31N-07","6.4196","Primary Tumor","TCGA-QK-A6IH","TCGA-HNSC","1.71573006191988"
"4396","TCGA-QK-A6II-01A-11R-A31N-07","2.6788","Primary Tumor","TCGA-QK-A6II","TCGA-HNSC","1.71573006191988"
"4397","TCGA-QK-A6IJ-01A-11R-A31N-07","3.4467","Primary Tumor","TCGA-QK-A6IJ","TCGA-HNSC","1.71573006191988"
