"","Row.names","ENSG00000167196.14","sample_type","patient","project_id","fc"
"599","TCGA-BH-A0DT-01A-21R-A12D-07","9.1896","Primary Tumor","TCGA-BH-A0DT","TCGA-BRCA","1.38573961091278"
"600","TCGA-BH-A0DT-11A-12R-A12D-07","9.7233","Solid Tissue Normal","TCGA-BH-A0DT","TCGA-BRCA","1.38573961091278"
"601","TCGA-BH-A0DV-01A-21R-A12P-07","7.9419","Primary Tumor","TCGA-BH-A0DV","TCGA-BRCA","1.38573961091278"
"602","TCGA-BH-A0DV-11A-22R-A12P-07","11.0806","Solid Tissue Normal","TCGA-BH-A0DV","TCGA-BRCA","1.38573961091278"
"603","TCGA-BH-A0DX-01A-11R-A115-07","10.2549","Primary Tumor","TCGA-BH-A0DX","TCGA-BRCA","1.38573961091278"
"604","TCGA-BH-A0DZ-01A-11R-A00Z-07","7.0819","Primary Tumor","TCGA-BH-A0DZ","TCGA-BRCA","1.38573961091278"
"605","TCGA-BH-A0DZ-11A-22R-A089-07","7.7449","Solid Tissue Normal","TCGA-BH-A0DZ","TCGA-BRCA","1.38573961091278"
"606","TCGA-BH-A0E0-01A-11R-A056-07","8.3143","Primary Tumor","TCGA-BH-A0E0","TCGA-BRCA","1.38573961091278"
"607","TCGA-BH-A0E0-11A-13R-A089-07","8.2031","Solid Tissue Normal","TCGA-BH-A0E0","TCGA-BRCA","1.38573961091278"
"608","TCGA-BH-A0E1-01A-11R-A056-07","9.9261","Primary Tumor","TCGA-BH-A0E1","TCGA-BRCA","1.38573961091278"
"609","TCGA-BH-A0E1-11A-13R-A089-07","7.6517","Solid Tissue Normal","TCGA-BH-A0E1","TCGA-BRCA","1.38573961091278"
"610","TCGA-BH-A0E2-01A-11R-A056-07","12.4331","Primary Tumor","TCGA-BH-A0E2","TCGA-BRCA","1.38573961091278"
"611","TCGA-BH-A0E6-01A-11R-A034-07","5.6525","Primary Tumor","TCGA-BH-A0E6","TCGA-BRCA","1.38573961091278"
"612","TCGA-BH-A0E7-01A-11R-A034-07","20.6336","Primary Tumor","TCGA-BH-A0E7","TCGA-BRCA","1.38573961091278"
"613","TCGA-BH-A0EA-01A-11R-A115-07","8.883","Primary Tumor","TCGA-BH-A0EA","TCGA-BRCA","1.38573961091278"
"614","TCGA-BH-A0EB-01A-11R-A034-07","7.8372","Primary Tumor","TCGA-BH-A0EB","TCGA-BRCA","1.38573961091278"
"615","TCGA-BH-A0EE-01A-11R-A034-07","9.1715","Primary Tumor","TCGA-BH-A0EE","TCGA-BRCA","1.38573961091278"
"616","TCGA-BH-A0EI-01A-11R-A115-07","10.9716","Primary Tumor","TCGA-BH-A0EI","TCGA-BRCA","1.38573961091278"
"617","TCGA-BH-A0GY-01A-11R-A056-07","12.3158","Primary Tumor","TCGA-BH-A0GY","TCGA-BRCA","1.38573961091278"
"618","TCGA-BH-A0GZ-01A-11R-A056-07","10.5202","Primary Tumor","TCGA-BH-A0GZ","TCGA-BRCA","1.38573961091278"
"619","TCGA-BH-A0H0-01A-11R-A056-07","6.7415","Primary Tumor","TCGA-BH-A0H0","TCGA-BRCA","1.38573961091278"
"620","TCGA-BH-A0H3-01A-11R-A12P-07","10.6059","Primary Tumor","TCGA-BH-A0H3","TCGA-BRCA","1.38573961091278"
"621","TCGA-BH-A0H5-01A-21R-A115-07","6.8305","Primary Tumor","TCGA-BH-A0H5","TCGA-BRCA","1.38573961091278"
"622","TCGA-BH-A0H5-11A-62R-A115-07","9.5018","Solid Tissue Normal","TCGA-BH-A0H5","TCGA-BRCA","1.38573961091278"
"623","TCGA-BH-A0H6-01A-21R-A056-07","13.0107","Primary Tumor","TCGA-BH-A0H6","TCGA-BRCA","1.38573961091278"
"624","TCGA-BH-A0H7-01A-13R-A056-07","7.5944","Primary Tumor","TCGA-BH-A0H7","TCGA-BRCA","1.38573961091278"
"625","TCGA-BH-A0H7-11A-13R-A089-07","7.4189","Solid Tissue Normal","TCGA-BH-A0H7","TCGA-BRCA","1.38573961091278"
"626","TCGA-BH-A0H9-01A-11R-A056-07","14.7857","Primary Tumor","TCGA-BH-A0H9","TCGA-BRCA","1.38573961091278"
"627","TCGA-BH-A0H9-11A-22R-A466-07","4.2567","Solid Tissue Normal","TCGA-BH-A0H9","TCGA-BRCA","1.38573961091278"
"628","TCGA-BH-A0HA-01A-11R-A12P-07","9.7027","Primary Tumor","TCGA-BH-A0HA","TCGA-BRCA","1.38573961091278"
"629","TCGA-BH-A0HA-11A-31R-A12P-07","10.9981","Solid Tissue Normal","TCGA-BH-A0HA","TCGA-BRCA","1.38573961091278"
"630","TCGA-BH-A0HB-01A-11R-A056-07","9.7935","Primary Tumor","TCGA-BH-A0HB","TCGA-BRCA","1.38573961091278"
"631","TCGA-BH-A0HF-01A-11R-A056-07","8.6176","Primary Tumor","TCGA-BH-A0HF","TCGA-BRCA","1.38573961091278"
"632","TCGA-BH-A0HI-01A-11R-A084-07","10.6601","Primary Tumor","TCGA-BH-A0HI","TCGA-BRCA","1.38573961091278"
"633","TCGA-BH-A0HK-01A-11R-A056-07","6.6336","Primary Tumor","TCGA-BH-A0HK","TCGA-BRCA","1.38573961091278"
"634","TCGA-BH-A0HK-11A-11R-A089-07","7.0317","Solid Tissue Normal","TCGA-BH-A0HK","TCGA-BRCA","1.38573961091278"
"635","TCGA-BH-A0HL-01A-11R-A10U-07","11.2431","Primary Tumor","TCGA-BH-A0HL","TCGA-BRCA","1.38573961091278"
"636","TCGA-BH-A0HN-01A-11R-A10U-07","6.1485","Primary Tumor","TCGA-BH-A0HN","TCGA-BRCA","1.38573961091278"
"637","TCGA-BH-A0HO-01A-11R-A034-07","10.508","Primary Tumor","TCGA-BH-A0HO","TCGA-BRCA","1.38573961091278"
"638","TCGA-BH-A0HP-01A-12R-A084-07","7.197","Primary Tumor","TCGA-BH-A0HP","TCGA-BRCA","1.38573961091278"
"639","TCGA-BH-A0HQ-01A-11R-A034-07","8.2665","Primary Tumor","TCGA-BH-A0HQ","TCGA-BRCA","1.38573961091278"
"640","TCGA-BH-A0HU-01A-11R-A034-07","10.5276","Primary Tumor","TCGA-BH-A0HU","TCGA-BRCA","1.38573961091278"
"641","TCGA-BH-A0HW-01A-11R-A034-07","12.3131","Primary Tumor","TCGA-BH-A0HW","TCGA-BRCA","1.38573961091278"
"642","TCGA-BH-A0HX-01A-21R-A056-07","11.7941","Primary Tumor","TCGA-BH-A0HX","TCGA-BRCA","1.38573961091278"
"643","TCGA-BH-A0HY-01A-11R-A056-07","7.0398","Primary Tumor","TCGA-BH-A0HY","TCGA-BRCA","1.38573961091278"
"644","TCGA-BH-A0RX-01A-21R-A084-07","7.3921","Primary Tumor","TCGA-BH-A0RX","TCGA-BRCA","1.38573961091278"
"645","TCGA-BH-A0W3-01A-11R-A109-07","15.6502","Primary Tumor","TCGA-BH-A0W3","TCGA-BRCA","1.38573961091278"
"646","TCGA-BH-A0W4-01A-11R-A109-07","12.842","Primary Tumor","TCGA-BH-A0W4","TCGA-BRCA","1.38573961091278"
"647","TCGA-BH-A0W5-01A-11R-A109-07","9.9541","Primary Tumor","TCGA-BH-A0W5","TCGA-BRCA","1.38573961091278"
"648","TCGA-BH-A0W7-01A-11R-A115-07","8.3871","Primary Tumor","TCGA-BH-A0W7","TCGA-BRCA","1.38573961091278"
"649","TCGA-BH-A0WA-01A-11R-A109-07","16.8979","Primary Tumor","TCGA-BH-A0WA","TCGA-BRCA","1.38573961091278"
"650","TCGA-BH-A18F-01A-11R-A12D-07","8.9988","Primary Tumor","TCGA-BH-A18F","TCGA-BRCA","1.38573961091278"
"651","TCGA-BH-A18G-01A-11R-A12D-07","8.1082","Primary Tumor","TCGA-BH-A18G","TCGA-BRCA","1.38573961091278"
"652","TCGA-BH-A18H-01A-11R-A12D-07","9.7422","Primary Tumor","TCGA-BH-A18H","TCGA-BRCA","1.38573961091278"
"653","TCGA-BH-A18I-01A-11R-A12D-07","11.2192","Primary Tumor","TCGA-BH-A18I","TCGA-BRCA","1.38573961091278"
"654","TCGA-BH-A18J-01A-11R-A12D-07","5.9056","Primary Tumor","TCGA-BH-A18J","TCGA-BRCA","1.38573961091278"
"655","TCGA-BH-A18J-11A-31R-A12D-07","8.0228","Solid Tissue Normal","TCGA-BH-A18J","TCGA-BRCA","1.38573961091278"
"656","TCGA-BH-A18K-01A-11R-A12D-07","9.6824","Primary Tumor","TCGA-BH-A18K","TCGA-BRCA","1.38573961091278"
"657","TCGA-BH-A18K-11A-13R-A12D-07","9.9489","Solid Tissue Normal","TCGA-BH-A18K","TCGA-BRCA","1.38573961091278"
"658","TCGA-BH-A18L-01A-32R-A12D-07","9.9573","Primary Tumor","TCGA-BH-A18L","TCGA-BRCA","1.38573961091278"
"659","TCGA-BH-A18L-11A-42R-A12D-07","7.0419","Solid Tissue Normal","TCGA-BH-A18L","TCGA-BRCA","1.38573961091278"
"660","TCGA-BH-A18M-01A-11R-A12D-07","14.7081","Primary Tumor","TCGA-BH-A18M","TCGA-BRCA","1.38573961091278"
"661","TCGA-BH-A18M-11A-33R-A12D-07","9.647","Solid Tissue Normal","TCGA-BH-A18M","TCGA-BRCA","1.38573961091278"
"662","TCGA-BH-A18N-01A-11R-A12D-07","18.0902","Primary Tumor","TCGA-BH-A18N","TCGA-BRCA","1.38573961091278"
"663","TCGA-BH-A18N-11A-43R-A12D-07","8.1928","Solid Tissue Normal","TCGA-BH-A18N","TCGA-BRCA","1.38573961091278"
"664","TCGA-BH-A18P-01A-11R-A12D-07","12.7691","Primary Tumor","TCGA-BH-A18P","TCGA-BRCA","1.38573961091278"
"665","TCGA-BH-A18P-11A-43R-A12D-07","5.7864","Solid Tissue Normal","TCGA-BH-A18P","TCGA-BRCA","1.38573961091278"
"666","TCGA-BH-A18Q-01A-12R-A12D-07","13.8852","Primary Tumor","TCGA-BH-A18Q","TCGA-BRCA","1.38573961091278"
"667","TCGA-BH-A18Q-11A-34R-A12D-07","10.8794","Solid Tissue Normal","TCGA-BH-A18Q","TCGA-BRCA","1.38573961091278"
"668","TCGA-BH-A18R-01A-11R-A12D-07","11.6107","Primary Tumor","TCGA-BH-A18R","TCGA-BRCA","1.38573961091278"
"669","TCGA-BH-A18R-11A-42R-A12D-07","7.4218","Solid Tissue Normal","TCGA-BH-A18R","TCGA-BRCA","1.38573961091278"
"670","TCGA-BH-A18S-01A-11R-A12D-07","11.0146","Primary Tumor","TCGA-BH-A18S","TCGA-BRCA","1.38573961091278"
"671","TCGA-BH-A18S-11A-43R-A12D-07","8.0907","Solid Tissue Normal","TCGA-BH-A18S","TCGA-BRCA","1.38573961091278"
"672","TCGA-BH-A18T-01A-11R-A12D-07","14.6119","Primary Tumor","TCGA-BH-A18T","TCGA-BRCA","1.38573961091278"
"673","TCGA-BH-A18U-01A-21R-A12D-07","11.5409","Primary Tumor","TCGA-BH-A18U","TCGA-BRCA","1.38573961091278"
"674","TCGA-BH-A18U-11A-23R-A12D-07","10.0733","Solid Tissue Normal","TCGA-BH-A18U","TCGA-BRCA","1.38573961091278"
"675","TCGA-BH-A18V-01A-11R-A12D-07","21.3154","Primary Tumor","TCGA-BH-A18V","TCGA-BRCA","1.38573961091278"
"676","TCGA-BH-A18V-11A-52R-A12D-07","4.6829","Solid Tissue Normal","TCGA-BH-A18V","TCGA-BRCA","1.38573961091278"
"677","TCGA-BH-A1EN-01A-11R-A13Q-07","12.9954","Primary Tumor","TCGA-BH-A1EN","TCGA-BRCA","1.38573961091278"
"678","TCGA-BH-A1EN-11A-23R-A13Q-07","5.4755","Solid Tissue Normal","TCGA-BH-A1EN","TCGA-BRCA","1.38573961091278"
"679","TCGA-BH-A1EO-01A-11R-A137-07","8.8325","Primary Tumor","TCGA-BH-A1EO","TCGA-BRCA","1.38573961091278"
"680","TCGA-BH-A1EO-11A-31R-A137-07","4.8475","Solid Tissue Normal","TCGA-BH-A1EO","TCGA-BRCA","1.38573961091278"
"681","TCGA-BH-A1ES-01A-11R-A137-07","11.8449","Primary Tumor","TCGA-BH-A1ES","TCGA-BRCA","1.38573961091278"
"682","TCGA-BH-A1ET-01A-11R-A137-07","10.8613","Primary Tumor","TCGA-BH-A1ET","TCGA-BRCA","1.38573961091278"
"683","TCGA-BH-A1EU-01A-11R-A137-07","13.7381","Primary Tumor","TCGA-BH-A1EU","TCGA-BRCA","1.38573961091278"
"684","TCGA-BH-A1EU-11A-23R-A137-07","10.5495","Solid Tissue Normal","TCGA-BH-A1EU","TCGA-BRCA","1.38573961091278"
"685","TCGA-BH-A1EV-01A-11R-A137-07","8.3847","Primary Tumor","TCGA-BH-A1EV","TCGA-BRCA","1.38573961091278"
"686","TCGA-BH-A1EV-11A-24R-A137-07","8.9937","Solid Tissue Normal","TCGA-BH-A1EV","TCGA-BRCA","1.38573961091278"
"687","TCGA-BH-A1EW-01A-11R-A137-07","10.7135","Primary Tumor","TCGA-BH-A1EW","TCGA-BRCA","1.38573961091278"
"688","TCGA-BH-A1EX-01A-11R-A13Q-07","10.3194","Primary Tumor","TCGA-BH-A1EX","TCGA-BRCA","1.38573961091278"
"689","TCGA-BH-A1EY-01A-11R-A13Q-07","11.115","Primary Tumor","TCGA-BH-A1EY","TCGA-BRCA","1.38573961091278"
"690","TCGA-BH-A1F0-01A-11R-A137-07","7.9667","Primary Tumor","TCGA-BH-A1F0","TCGA-BRCA","1.38573961091278"
"691","TCGA-BH-A1F2-01A-31R-A13Q-07","13.4621","Primary Tumor","TCGA-BH-A1F2","TCGA-BRCA","1.38573961091278"
"692","TCGA-BH-A1F2-11A-32R-A13Q-07","5.7347","Solid Tissue Normal","TCGA-BH-A1F2","TCGA-BRCA","1.38573961091278"
"693","TCGA-BH-A1F5-01A-12R-A13Q-07","15.5571","Primary Tumor","TCGA-BH-A1F5","TCGA-BRCA","1.38573961091278"
"694","TCGA-BH-A1F6-01A-11R-A13Q-07","13.2635","Primary Tumor","TCGA-BH-A1F6","TCGA-BRCA","1.38573961091278"
"695","TCGA-BH-A1F8-01A-11R-A13Q-07","23.4308","Primary Tumor","TCGA-BH-A1F8","TCGA-BRCA","1.38573961091278"
"696","TCGA-BH-A1FB-01A-11R-A13Q-07","13.2533","Primary Tumor","TCGA-BH-A1FB","TCGA-BRCA","1.38573961091278"
"697","TCGA-BH-A1FB-11A-33R-A13Q-07","10.752","Solid Tissue Normal","TCGA-BH-A1FB","TCGA-BRCA","1.38573961091278"
"698","TCGA-BH-A1FC-01A-11R-A13Q-07","4.6546","Primary Tumor","TCGA-BH-A1FC","TCGA-BRCA","1.38573961091278"
"699","TCGA-BH-A1FC-11A-32R-A13Q-07","8.6075","Solid Tissue Normal","TCGA-BH-A1FC","TCGA-BRCA","1.38573961091278"
"700","TCGA-BH-A1FD-01A-11R-A13Q-07","17.108","Primary Tumor","TCGA-BH-A1FD","TCGA-BRCA","1.38573961091278"
"701","TCGA-BH-A1FE-01A-11R-A13Q-07","12.0214","Primary Tumor","TCGA-BH-A1FE","TCGA-BRCA","1.38573961091278"
"702","TCGA-BH-A1FG-01A-11R-A13Q-07","7.4422","Primary Tumor","TCGA-BH-A1FG","TCGA-BRCA","1.38573961091278"
"703","TCGA-BH-A1FH-01A-12R-A13Q-07","12.4353","Primary Tumor","TCGA-BH-A1FH","TCGA-BRCA","1.38573961091278"
"704","TCGA-BH-A1FJ-01A-11R-A13Q-07","13.3668","Primary Tumor","TCGA-BH-A1FJ","TCGA-BRCA","1.38573961091278"
"705","TCGA-BH-A1FL-01A-11R-A13Q-07","13.1196","Primary Tumor","TCGA-BH-A1FL","TCGA-BRCA","1.38573961091278"
"706","TCGA-BH-A1FM-01A-11R-A13Q-07","13.8776","Primary Tumor","TCGA-BH-A1FM","TCGA-BRCA","1.38573961091278"
"707","TCGA-BH-A1FN-01A-11R-A13Q-07","7.5753","Primary Tumor","TCGA-BH-A1FN","TCGA-BRCA","1.38573961091278"
"708","TCGA-BH-A1FN-11A-34R-A13Q-07","7.317","Solid Tissue Normal","TCGA-BH-A1FN","TCGA-BRCA","1.38573961091278"
"709","TCGA-BH-A1FR-01A-11R-A13Q-07","11.3908","Primary Tumor","TCGA-BH-A1FR","TCGA-BRCA","1.38573961091278"
"710","TCGA-BH-A1FU-01A-11R-A14D-07","17.4793","Primary Tumor","TCGA-BH-A1FU","TCGA-BRCA","1.38573961091278"
"711","TCGA-BH-A1FU-11A-23R-A14D-07","10.8335","Solid Tissue Normal","TCGA-BH-A1FU","TCGA-BRCA","1.38573961091278"
"712","TCGA-BH-A201-01A-11R-A14M-07","14.8061","Primary Tumor","TCGA-BH-A201","TCGA-BRCA","1.38573961091278"
"713","TCGA-BH-A202-01A-11R-A14M-07","10.7851","Primary Tumor","TCGA-BH-A202","TCGA-BRCA","1.38573961091278"
"714","TCGA-BH-A203-01A-12R-A169-07","10.7971","Primary Tumor","TCGA-BH-A203","TCGA-BRCA","1.38573961091278"
"715","TCGA-BH-A203-11A-42R-A169-07","8.705","Solid Tissue Normal","TCGA-BH-A203","TCGA-BRCA","1.38573961091278"
"716","TCGA-BH-A204-01A-11R-A157-07","14.7618","Primary Tumor","TCGA-BH-A204","TCGA-BRCA","1.38573961091278"
"717","TCGA-BH-A204-11A-53R-A157-07","3.3856","Solid Tissue Normal","TCGA-BH-A204","TCGA-BRCA","1.38573961091278"
"718","TCGA-BH-A208-01A-11R-A157-07","4.7868","Primary Tumor","TCGA-BH-A208","TCGA-BRCA","1.38573961091278"
"719","TCGA-BH-A208-11A-51R-A157-07","7.4012","Solid Tissue Normal","TCGA-BH-A208","TCGA-BRCA","1.38573961091278"
"720","TCGA-BH-A209-01A-11R-A157-07","15.5655","Primary Tumor","TCGA-BH-A209","TCGA-BRCA","1.38573961091278"
"721","TCGA-BH-A209-11A-42R-A157-07","8.7547","Solid Tissue Normal","TCGA-BH-A209","TCGA-BRCA","1.38573961091278"
"722","TCGA-BH-A28O-01A-11R-A22K-07","7.6227","Primary Tumor","TCGA-BH-A28O","TCGA-BRCA","1.38573961091278"
"723","TCGA-BH-A28Q-01A-11R-A16F-07","13.5949","Primary Tumor","TCGA-BH-A28Q","TCGA-BRCA","1.38573961091278"
"724","TCGA-BH-A2L8-01A-11R-A18M-07","10.4898","Primary Tumor","TCGA-BH-A2L8","TCGA-BRCA","1.38573961091278"
"725","TCGA-BH-A42T-01A-11R-A24H-07","9.1666","Primary Tumor","TCGA-BH-A42T","TCGA-BRCA","1.38573961091278"
"726","TCGA-BH-A42U-01A-12R-A24H-07","6.1058","Primary Tumor","TCGA-BH-A42U","TCGA-BRCA","1.38573961091278"
"727","TCGA-BH-A42V-01A-11R-A24H-07","8.144","Primary Tumor","TCGA-BH-A42V","TCGA-BRCA","1.38573961091278"
"728","TCGA-BH-A5IZ-01A-11R-A27Q-07","12.0049","Primary Tumor","TCGA-BH-A5IZ","TCGA-BRCA","1.38573961091278"
"729","TCGA-BH-A5J0-01A-11R-A27Q-07","9.2408","Primary Tumor","TCGA-BH-A5J0","TCGA-BRCA","1.38573961091278"
"730","TCGA-BH-A6R8-01A-21R-A33J-07","9.5496","Primary Tumor","TCGA-BH-A6R8","TCGA-BRCA","1.38573961091278"
"731","TCGA-BH-A6R9-01A-21R-A32P-07","8.0803","Primary Tumor","TCGA-BH-A6R9","TCGA-BRCA","1.38573961091278"
"732","TCGA-BH-A8FY-01A-11R-A36F-07","8.9394","Primary Tumor","TCGA-BH-A8FY","TCGA-BRCA","1.38573961091278"
"733","TCGA-BH-A8FZ-01A-11R-A352-07","11.1357","Primary Tumor","TCGA-BH-A8FZ","TCGA-BRCA","1.38573961091278"
"734","TCGA-BH-A8G0-01A-11R-A352-07","6.4211","Primary Tumor","TCGA-BH-A8G0","TCGA-BRCA","1.38573961091278"
"735","TCGA-BH-AB28-01A-31R-A41B-07","10.3329","Primary Tumor","TCGA-BH-AB28","TCGA-BRCA","1.38573961091278"
"736","TCGA-C8-A12K-01A-21R-A115-07","6.6624","Primary Tumor","TCGA-C8-A12K","TCGA-BRCA","1.38573961091278"
"737","TCGA-C8-A12L-01A-11R-A115-07","11.1406","Primary Tumor","TCGA-C8-A12L","TCGA-BRCA","1.38573961091278"
"738","TCGA-C8-A12M-01A-11R-A115-07","13.7426","Primary Tumor","TCGA-C8-A12M","TCGA-BRCA","1.38573961091278"
"739","TCGA-C8-A12N-01A-11R-A115-07","11.3089","Primary Tumor","TCGA-C8-A12N","TCGA-BRCA","1.38573961091278"
"740","TCGA-C8-A12O-01A-11R-A115-07","14.1142","Primary Tumor","TCGA-C8-A12O","TCGA-BRCA","1.38573961091278"
"741","TCGA-C8-A12P-01A-11R-A115-07","13.3734","Primary Tumor","TCGA-C8-A12P","TCGA-BRCA","1.38573961091278"
"742","TCGA-C8-A12Q-01A-11R-A115-07","14.4879","Primary Tumor","TCGA-C8-A12Q","TCGA-BRCA","1.38573961091278"
"743","TCGA-C8-A12T-01A-11R-A115-07","8.1185","Primary Tumor","TCGA-C8-A12T","TCGA-BRCA","1.38573961091278"
"744","TCGA-C8-A12U-01A-11R-A115-07","13.4583","Primary Tumor","TCGA-C8-A12U","TCGA-BRCA","1.38573961091278"
"745","TCGA-C8-A12V-01A-11R-A115-07","6.1742","Primary Tumor","TCGA-C8-A12V","TCGA-BRCA","1.38573961091278"
"746","TCGA-C8-A12W-01A-11R-A115-07","11.2778","Primary Tumor","TCGA-C8-A12W","TCGA-BRCA","1.38573961091278"
"747","TCGA-C8-A12X-01A-11R-A115-07","6.1657","Primary Tumor","TCGA-C8-A12X","TCGA-BRCA","1.38573961091278"
"748","TCGA-C8-A12Y-01A-11R-A12D-07","7.6463","Primary Tumor","TCGA-C8-A12Y","TCGA-BRCA","1.38573961091278"
"749","TCGA-C8-A12Z-01A-11R-A115-07","13.5385","Primary Tumor","TCGA-C8-A12Z","TCGA-BRCA","1.38573961091278"
"750","TCGA-C8-A130-01A-31R-A115-07","9.1863","Primary Tumor","TCGA-C8-A130","TCGA-BRCA","1.38573961091278"
"751","TCGA-C8-A131-01A-11R-A115-07","8.5697","Primary Tumor","TCGA-C8-A131","TCGA-BRCA","1.38573961091278"
"752","TCGA-C8-A132-01A-31R-A115-07","13.4462","Primary Tumor","TCGA-C8-A132","TCGA-BRCA","1.38573961091278"
"753","TCGA-C8-A133-01A-32R-A12D-07","10.5784","Primary Tumor","TCGA-C8-A133","TCGA-BRCA","1.38573961091278"
"754","TCGA-C8-A134-01A-11R-A115-07","15.2527","Primary Tumor","TCGA-C8-A134","TCGA-BRCA","1.38573961091278"
"755","TCGA-C8-A135-01A-11R-A115-07","6.9942","Primary Tumor","TCGA-C8-A135","TCGA-BRCA","1.38573961091278"
"756","TCGA-C8-A137-01A-11R-A115-07","13.4752","Primary Tumor","TCGA-C8-A137","TCGA-BRCA","1.38573961091278"
"757","TCGA-C8-A138-01A-11R-A115-07","5.6899","Primary Tumor","TCGA-C8-A138","TCGA-BRCA","1.38573961091278"
"758","TCGA-C8-A1HE-01A-11R-A13Q-07","11.2951","Primary Tumor","TCGA-C8-A1HE","TCGA-BRCA","1.38573961091278"
"759","TCGA-C8-A1HF-01A-11R-A137-07","8.3847","Primary Tumor","TCGA-C8-A1HF","TCGA-BRCA","1.38573961091278"
"760","TCGA-C8-A1HG-01A-11R-A137-07","14.492","Primary Tumor","TCGA-C8-A1HG","TCGA-BRCA","1.38573961091278"
"761","TCGA-C8-A1HI-01A-11R-A137-07","15.6488","Primary Tumor","TCGA-C8-A1HI","TCGA-BRCA","1.38573961091278"
"762","TCGA-C8-A1HJ-01A-11R-A13Q-07","41.9898","Primary Tumor","TCGA-C8-A1HJ","TCGA-BRCA","1.38573961091278"
"763","TCGA-C8-A1HK-01A-21R-A13Q-07","14.1792","Primary Tumor","TCGA-C8-A1HK","TCGA-BRCA","1.38573961091278"
"764","TCGA-C8-A1HL-01A-11R-A137-07","15.7149","Primary Tumor","TCGA-C8-A1HL","TCGA-BRCA","1.38573961091278"
"765","TCGA-C8-A1HM-01A-12R-A137-07","10.6887","Primary Tumor","TCGA-C8-A1HM","TCGA-BRCA","1.38573961091278"
"766","TCGA-C8-A1HN-01A-11R-A137-07","13.0813","Primary Tumor","TCGA-C8-A1HN","TCGA-BRCA","1.38573961091278"
"767","TCGA-C8-A1HO-01A-11R-A13Q-07","10.0245","Primary Tumor","TCGA-C8-A1HO","TCGA-BRCA","1.38573961091278"
"768","TCGA-C8-A26V-01A-11R-A16F-07","16.0558","Primary Tumor","TCGA-C8-A26V","TCGA-BRCA","1.38573961091278"
"769","TCGA-C8-A26W-01A-11R-A16F-07","11.4939","Primary Tumor","TCGA-C8-A26W","TCGA-BRCA","1.38573961091278"
"770","TCGA-C8-A26X-01A-31R-A16F-07","6.3809","Primary Tumor","TCGA-C8-A26X","TCGA-BRCA","1.38573961091278"
"771","TCGA-C8-A26Y-01A-11R-A16F-07","7.3708","Primary Tumor","TCGA-C8-A26Y","TCGA-BRCA","1.38573961091278"
"772","TCGA-C8-A26Z-01A-11R-A16F-07","17.4443","Primary Tumor","TCGA-C8-A26Z","TCGA-BRCA","1.38573961091278"
"773","TCGA-C8-A273-01A-11R-A16F-07","13.6721","Primary Tumor","TCGA-C8-A273","TCGA-BRCA","1.38573961091278"
"774","TCGA-C8-A274-01A-11R-A16F-07","13.9929","Primary Tumor","TCGA-C8-A274","TCGA-BRCA","1.38573961091278"
"775","TCGA-C8-A275-01A-21R-A16F-07","11.518","Primary Tumor","TCGA-C8-A275","TCGA-BRCA","1.38573961091278"
"776","TCGA-C8-A278-01A-11R-A169-07","9.0441","Primary Tumor","TCGA-C8-A278","TCGA-BRCA","1.38573961091278"
"777","TCGA-C8-A27A-01A-11R-A169-07","11.9941","Primary Tumor","TCGA-C8-A27A","TCGA-BRCA","1.38573961091278"
"778","TCGA-C8-A27B-01A-11R-A169-07","15.7177","Primary Tumor","TCGA-C8-A27B","TCGA-BRCA","1.38573961091278"
"779","TCGA-C8-A3M7-01A-12R-A21T-07","9.988","Primary Tumor","TCGA-C8-A3M7","TCGA-BRCA","1.38573961091278"
"780","TCGA-C8-A3M8-01A-11R-A213-07","10.4841","Primary Tumor","TCGA-C8-A3M8","TCGA-BRCA","1.38573961091278"
"781","TCGA-C8-A8HP-01A-11R-A36F-07","5.1281","Primary Tumor","TCGA-C8-A8HP","TCGA-BRCA","1.38573961091278"
"782","TCGA-C8-A8HQ-01A-11R-A36F-07","9.7267","Primary Tumor","TCGA-C8-A8HQ","TCGA-BRCA","1.38573961091278"
"783","TCGA-C8-A8HR-01A-11R-A36F-07","7.6348","Primary Tumor","TCGA-C8-A8HR","TCGA-BRCA","1.38573961091278"
"784","TCGA-D8-A13Y-01A-11R-A115-07","16.4291","Primary Tumor","TCGA-D8-A13Y","TCGA-BRCA","1.38573961091278"
"785","TCGA-D8-A13Z-01A-11R-A115-07","9.2061","Primary Tumor","TCGA-D8-A13Z","TCGA-BRCA","1.38573961091278"
"786","TCGA-D8-A140-01A-11R-A115-07","11.8462","Primary Tumor","TCGA-D8-A140","TCGA-BRCA","1.38573961091278"
"787","TCGA-D8-A141-01A-11R-A115-07","9.8316","Primary Tumor","TCGA-D8-A141","TCGA-BRCA","1.38573961091278"
"788","TCGA-D8-A142-01A-11R-A115-07","5.2673","Primary Tumor","TCGA-D8-A142","TCGA-BRCA","1.38573961091278"
"789","TCGA-D8-A143-01A-11R-A115-07","7.4759","Primary Tumor","TCGA-D8-A143","TCGA-BRCA","1.38573961091278"
"790","TCGA-D8-A145-01A-11R-A115-07","10.1088","Primary Tumor","TCGA-D8-A145","TCGA-BRCA","1.38573961091278"
"791","TCGA-D8-A146-01A-31R-A115-07","8.541","Primary Tumor","TCGA-D8-A146","TCGA-BRCA","1.38573961091278"
